1.941000000000000000e+03;8.781270965673344531e-01;3.406488736811890197e-03;2.769740842150222315e-01;6.749977681925805736e-06;2.699991072770321888e-04;1.861198244855650514e+07
1.942000000000000000e+03;9.483171014314089042e-01;3.678774448004389769e-03;2.991130347089434593e-01;7.289513437261010428e-06;2.915805374904403358e-04;2.009966588720790297e+07
1.943000000000000000e+03;1.024272713837889981e+00;3.973426485473417064e-03;3.230705418505796511e-01;7.873368201070179252e-06;3.149347280428071972e-04;2.170955189403422922e+07
1.944000000000000000e+03;1.106244612375576919e+00;4.291417298187517708e-03;3.489256733202663052e-01;8.503468886765226491e-06;3.401387554706089512e-04;2.344695362417353317e+07
1.945000000000000000e+03;1.194734154222071076e+00;4.634691784083774281e-03;3.768365644786741964e-01;9.183669321169962076e-06;3.673467728467984966e-04;2.532249738790188730e+07
1.946000000000000000e+03;1.290242696554972701e+00;5.005194841099284975e-03;4.069613506864742103e-01;9.917823331108226430e-06;3.967129332443290030e-04;2.734680949549538270e+07
1.947000000000000000e+03;1.393522275140682831e+00;5.405843816139679729e-03;4.395372349846727866e-01;1.071171165681574546e-05;4.284684662726297101e-04;2.953582941236815602e+07
1.948000000000000000e+03;1.504823568568000924e+00;5.837611158173501569e-03;4.746432850536049797e-01;1.156726121170442838e-05;4.626904484681770673e-04;3.189487029365820810e+07
1.949000000000000000e+03;1.625399969780929377e+00;6.305359112043476023e-03;5.126748392949482813e-01;1.249410656283383303e-05;4.997642625133532669e-04;3.445049791505578160e+07
1.950000000000000000e+03;1.755251478779467744e+00;6.809087677749601358e-03;5.536318977087028026e-01;1.349224771020396620e-05;5.396899084081585802e-04;3.720271227656085789e+07
1.951000000000000000e+03;1.895882167096416770e+00;7.354631549103144393e-03;5.979888663768807566e-01;1.457324613428628987e-05;5.829298453714513778e-04;4.018339230900167674e+07
1.952000000000000000e+03;2.047542713320578578e+00;7.942963175072658560e-03;6.458248129798178638e-01;1.573902874849271492e-05;6.295611499397085970e-04;4.339785116751629114e+07
1.953000000000000000e+03;2.211235831807152774e+00;8.577972351532309886e-03;6.974560082388555626e-01;1.699730320647088665e-05;6.798921282588354931e-04;4.686734147265685350e+07
1.954000000000000000e+03;2.388214915500141089e+00;9.264521323324826502e-03;7.532777905556713449e-01;1.835770407528037137e-05;7.343081630112146922e-04;5.061842900011357665e+07
1.955000000000000000e+03;2.579232000165944338e+00;1.000552743735584789e-02;8.135273629712713728e-01;1.982601209515688992e-05;7.930404838062757051e-04;5.466705321530056745e+07
1.956000000000000000e+03;2.785540478748564475e+00;1.080585293846809090e-02;8.786000638873326940e-01;2.141186183316001878e-05;8.564744733264008326e-04;5.903977989390805364e+07
1.957000000000000000e+03;3.008393744192001229e+00;1.167036007150427761e-02;9.488912317055329115e-01;2.312488785634930058e-05;9.249955142539716168e-04;6.376317481162623316e+07
1.958000000000000000e+03;3.249045189440257886e+00;1.260391108130713526e-02;1.024796204827548740e+00;2.497472473178429149e-05;9.989889892713715511e-04;6.886380374414528906e+07
1.959000000000000000e+03;3.508998886026133857e+00;1.361234066168793416e-02;1.106789389335392615e+00;2.697293393993646364e-05;1.078917357597458356e-03;7.437354562229345739e+07
1.960000000000000000e+03;3.789758905482432105e+00;1.470148350645793245e-02;1.195345191311077748e+00;2.913107696127727902e-05;1.165243078451091378e-03;8.032427937689903378e+07
1.961000000000000000e+03;4.158005752430025126e+00;1.613001104125002041e-02;1.311495613723829390e+00;3.196171276337520504e-05;1.278468510535007985e-03;8.812930427468079329e+07
1.962000000000000000e+03;4.579145781614471389e+00;1.776372530840501784e-02;1.444329316687356757e+00;3.519892729538642981e-05;1.407957091815457192e-03;9.705540490658915043e+07
1.963000000000000000e+03;4.831829799125141101e+00;1.874395386869802047e-02;1.524029538465473177e+00;3.714125601459317415e-05;1.485650240583726587e-03;1.024110652857341170e+08
