name,categories,amount,unit
contrail,air::lower stratosphere + upper troposphere,9.863E-06,kilometer
nitrogen oxides,air::lower stratosphere + upper troposphere,3.219E-05,kilogram
sulfur dioxide,air::lower stratosphere + upper troposphere,-2.101E-04,kilogram
water vapour,air::lower stratosphere + upper troposphere,5.465E-08,kilogram
"carbon dioxide, fossil",air::lower stratosphere + upper troposphere,9.28E-07,kilogram
soot,air::lower stratosphere + upper troposphere,1.082E-03,kilogram
