1.941000000000000000e+03;5.755691956280547750e+00;2.232786107873514087e-02;1.815429127339693416e+00;4.424278945588204899e-05;1.769711578235281906e-03;1.262093794362131655e+08
1.942000000000000000e+03;6.215752974767144501e+00;2.411256022291036888e-02;1.960539077569528610e+00;4.777918141924115909e-05;1.911167256769645550e-03;1.362974828453309536e+08
1.943000000000000000e+03;6.713604719772286344e+00;2.604385965392856661e-02;2.117568773711100416e+00;5.160606272244762442e-05;2.064242508897905139e-03;1.472142518916263282e+08
1.944000000000000000e+03;7.250890266361991188e+00;2.812813329730463885e-02;2.287036465586658629e+00;5.573606333679916020e-05;2.229442533471966571e-03;1.589957155158460438e+08
1.945000000000000000e+03;7.830895764668309056e+00;3.037812900406840905e-02;2.469978652840701283e+00;6.019444320489116977e-05;2.407777728195646845e-03;1.717139315994838476e+08
1.946000000000000000e+03;8.456907364823287310e+00;3.280659462524971454e-02;2.667431835117727523e+00;6.500646226931911745e-05;2.600258490772763831e-03;1.854409580240333974e+08
1.947000000000000000e+03;9.133854292024997434e+00;3.543265193739327662e-02;2.880950761884486067e+00;7.021001044397610826e-05;2.808400417759043897e-03;2.002848816117353737e+08
1.948000000000000000e+03;9.863379621339458225e+00;3.826267486601400009e-02;3.111053682963225153e+00;7.581771770015983708e-05;3.032708708006392941e-03;2.162817313033364117e+08
1.949000000000000000e+03;1.065369872809679386e+01;4.132853303868645745e-02;3.360331847465192645e+00;8.189273389435888003e-05;3.275709355774354334e-03;2.336116518025709987e+08
1.950000000000000000e+03;1.150481161229700078e+01;4.463022645541062788e-02;3.628785255390389430e+00;8.843505902657325065e-05;3.537402361062929809e-03;2.522746431094389260e+08
1.951000000000000000e+03;1.242657672433621840e+01;4.820599866927600258e-02;3.919523405672309391e+00;9.552047292458918607e-05;3.820818916983566033e-03;2.724868788684213758e+08
1.952000000000000000e+03;1.342063713928047797e+01;5.206222360579750713e-02;4.233064548133205207e+00;1.031616055597044151e-04;4.126464222388176277e-03;2.942843880202652216e+08
1.953000000000000000e+03;1.449356515739386353e+01;5.622439696703472600e-02;4.571481682062070284e+00;1.114089768171097443e-04;4.456359072684389772e-03;3.178112863279578090e+08
1.954000000000000000e+03;1.565357615400650104e+01;6.072438838056227334e-02;4.937366056570156481e+00;1.203257365532937905e-04;4.813029462131751188e-03;3.432477184952334166e+08
1.955000000000000000e+03;1.690559935431646110e+01;6.558131962292486350e-02;5.332272421124208961e+00;1.299497746821496724e-04;5.197990987285986027e-03;3.707017713443326354e+08
1.956000000000000000e+03;1.825785013365385367e+01;7.082706032169706900e-02;5.758792024835475587e+00;1.403442410601659523e-04;5.613769642406635924e-03;4.003535895789895654e+08
1.957000000000000000e+03;1.971854386734880293e+01;7.649348010445343460e-02;6.219516116815203333e+00;1.515722855438311116e-04;6.062891421753243380e-03;4.323833179029386640e+08
