AIRPORT_SEQ_ID,AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_COUNTRY_NAME
1198803,11988,GRU,Guarulhos Gov Andre Franco Montoro,"Sao Paulo, Brazil",Brazil
1198804,11988,GRU,Guarulhos Gov Andre Franco Montouro,"Sao Paulo, Brazil",Brazil
1198805,11988,GRU,Guarulhos Gov Andre Franco Montoro,"Sao Paulo, Brazil",Brazil
1198901,11989,GRW,Graciosa Island Airport,"Graciosa Island, Portugal",Portugal
1199001,11990,GRX,Granada Airport,"Granada, Spain",Spain
1199002,11990,GRX,Granada Airport,"Granada, Spain",Spain
1199101,11991,GRZ,Graz Airport,"Graz, Austria",Austria
1199102,11991,GRZ,Graz Airport,"Graz, Austria",Austria
1199103,11991,GRZ,Graz International,"Graz, Austria",Austria
1199104,11991,GRZ,Graz International,"Graz, Austria",Austria
1199105,11991,GRZ,Graz International,"Graz, Austria",Austria
1199106,11991,GRZ,Graz Airport,"Graz, Austria",Austria
1199107,11991,GRZ,Graz International,"Graz, Austria",Austria
1199108,11991,GRZ,Graz Airport,"Graz, Austria",Austria
1199109,11991,GRZ,Graz Airport,"Graz, Austria",Austria
1199201,11992,GSB,Seymour Johnson AFB,"Goldsboro, NC",United States
1199202,11992,GSB,Seymour Johnson AFB,"Goldsboro, NC",United States
1199301,11993,GSE,Gothenburg City,"Gothenburg, Sweden",Sweden
1199401,11994,GSH,Goshen Municipal,"Goshen, IN",United States
1199402,11994,GSH,Goshen Municipal,"Goshen, IN",United States
1199403,11994,GSH,Goshen Municipal,"Goshen, IN",United States
1199404,11994,GSH,Goshen Municipal,"Goshen, IN",United States
1199501,11995,GSO,Piedmont Triad International,"Greensboro/High Point, NC",United States
1199502,11995,GSO,Piedmont Triad International,"Greensboro/High Point, NC",United States
1199601,11996,GSP,Greenville-Spartanburg,"Greer, SC",United States
1199602,11996,GSP,Greenville-Spartanburg International,"Greer, SC",United States
1199603,11996,GSP,Greenville-Spartanburg International,"Greer, SC",United States
1199701,11997,GST,Gustavus Airport,"Gustavus, AK",United States
1199702,11997,GST,Gustavus Airport,"Gustavus, AK",United States
1199901,11999,GSW,Greater Southwest International,"Dallas/Fort Worth, TX",United States
1200001,12000,GT1,San Jose Airport,"San Jose, Guatemala",Guatemala
1200002,12000,GT1,San Jose Airport,"San Jose, Guatemala",Guatemala
1200101,12001,GTB,Genting Airport,"Genting, Malaysia",Malaysia
1200201,12002,GTE,Groote Eylandt,"Groote Island, Australia",Australia
1200202,12002,GTE,Groote Eylandt,"Groote Island, Australia",Australia
1200203,12002,GTE,Groote Eylandt,"Groote Island, Australia",Australia
1200204,12002,GTE,Groote Eylandt,"Groote Island, Australia",Australia
1200205,12002,GTE,Groote Eylandt,"Groote Island, Australia",Australia
1200206,12002,GTE,Groote Eylandt,"Groote Island, Australia",Australia
1200301,12003,GTF,Great Falls International,"Great Falls, MT",United States
1200302,12003,GTF,Great Falls International,"Great Falls, MT",United States
1200303,12003,GTF,Great Falls International,"Great Falls, MT",United States
1200304,12003,GTF,Great Falls International,"Great Falls, MT",United States
1200305,12003,GTF,Great Falls International,"Great Falls, MT",United States
1200306,12003,GTF,Great Falls International,"Great Falls, MT",United States
1200401,12004,GTK,Sungei Tekai Airport,"Sungei Tekai, Malaysia",Malaysia
1200501,12005,GTN,Glentanner,"Mount Cook, New Zealand",New Zealand
1200502,12005,GTN,Glentanner,"Mount Cook, New Zealand",New Zealand
1200601,12006,GTO,Jalaluddin,"Gorontalo, Indonesia",Indonesia
1200602,12006,GTO,Djalaluddin,"Gorontalo, Indonesia",Indonesia
1200603,12006,GTO,Djalaluddin,"Gorontalo, Indonesia",Indonesia
1200701,12007,GTR,Golden Triangle Regional,"Columbus, MS",United States
1200702,12007,GTR,Golden Triangle Regional,"Columbus, MS",United States
1200703,12007,GTR,Golden Triangle Regional,"Columbus, MS",United States
1200704,12007,GTR,Golden Triangle Regional,"Columbus, MS",United States
1200801,12008,GTU,Georgetown Municipal,"Georgetown, TX",United States
1200802,12008,GTU,Georgetown Exec,"Georgetown, TX",United States
1200901,12009,GTW,Holesov,"Gottwaldov, Czechoslovakia",Czechoslovakia
1200902,12009,GTW,Holesov,"Zlin, Czechoslovakia",Czechoslovakia
1200903,12009,GTW,Holesov,"Zlin, Czech Republic",Czech Republic
1201001,12010,GUA,La Aurora,"Guatemala City, Guatemala",Guatemala
1201002,12010,GUA,La Aurora,"Guatemala City, Guatemala",Guatemala
1201003,12010,GUA,La Aurora International,"Guatemala City, Guatemala",Guatemala
1201004,12010,GUA,La Aurora,"Guatemala City, Guatemala",Guatemala
1201005,12010,GUA,La Aurora International,"Guatemala City, Guatemala",Guatemala
1201101,12011,GUB,Guerrero Negro Airport,"Guerrero Negro, Mexico",Mexico
1201102,12011,GUB,Guerrero Negro Airport,"Guerrero Negro, Mexico",Mexico
1201103,12011,GUB,Guerrero Negro Airport,"Guerrero Negro, Mexico",Mexico
1201201,12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States
1201202,12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States
1201203,12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States
1201204,12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States
1201205,12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States
1201206,12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States
1201301,12013,GUD,Goundam Airport,"Goundam, Mali",Mali
1201302,12013,GUD,Goundam Airport,"Goundam, Mali",Mali
1201401,12014,GUH,Gunnedah Airport,"Gunnedah, Australia",Australia
1201402,12014,GUH,Gunnedah Airport,"Gunnedah, Australia",Australia
1201403,12014,GUH,Gunnedah Airport,"Gunnedah, Australia",Australia
1201404,12014,GUH,Gunnedah Airport,"Gunnedah, Australia",Australia
1201501,12015,GUI,Guiria New,"Guiria, Venezuela",Venezuela
1201502,12015,GUI,Guiria Airport,"Guiria, Venezuela",Venezuela
1201503,12015,GUI,Almirante Cristobal Colon,"Guiria, Venezuela",Venezuela
1201504,12015,GUI,Guiria Airport,"Guiria, Venezuela",Venezuela
1201505,12015,GUI,Almirante Cristobal Colon,"Guiria, Venezuela",Venezuela
1201601,12016,GUM,Agana Field,"Guam, Guam",Guam
1201602,12016,GUM,Guam International,"Guam, TT",United States
1201701,12017,GUO,Gualaco Airport,"Gualaco, Honduras",Honduras
1201702,12017,GUO,Jicalapa,"Gualaco, Honduras",Honduras
1201703,12017,GUO,Gualaco Airport,"Gualaco, Honduras",Honduras
1201704,12017,GUO,Jicalapa,"Gualaco, Honduras",Honduras
1201801,12018,GUP,Gallup Municipal,"Gallup, NM",United States
1201802,12018,GUP,Gallup Municipal,"Gallup, NM",United States
1201901,12019,GUQ,Guanare Airport,"Guanare, Venezuela",Venezuela
1201902,12019,GUQ,Guanare Airport,"Guanare, Venezuela",Venezuela
1201903,12019,GUQ,Guanare Airport,"Guanare, Venezuela",Venezuela
1201904,12019,GUQ,Guanare Airport,"Guanare, Venezuela",Venezuela
1202001,12020,GUR,Gurney,"Alotau, Papua New Guinea",Papua New Guinea
1202002,12020,GUR,Gurney,"Alotau, Papua New Guinea",Papua New Guinea
1202003,12020,GUR,Gurney,"Alotau, Papua New Guinea",Papua New Guinea
1202101,12021,GUS,Grissom ARB,"Peru, IN",United States
1202102,12021,GUS,Grissom ARB,"Peru, IN",United States
1202201,12022,GUT,Gutersloh Airport,"Gutersloh, West Germany",West Germany
1202202,12022,GUT,Gutersloh Airport,"Gutersloh, Germany",Germany
1202203,12022,GUT,Gutersloh Airport,"Gutersloh, Germany",Germany
1202301,12023,GUW,Atyrau Airport,"Atyrau, Kazakhstan",Kazakhstan
1202401,12024,GUY,Guymon Municipal,"Guymon, OK",United States
1202402,12024,GUY,Guymon Municipal,"Guymon, OK",United States
1202403,12024,GUY,Guymon Municipal,"Guymon, OK",United States
1202501,12025,GUZ,Guiratinga Airport,"Guiratinga, Brazil",Brazil
1202502,12025,GUZ,Guiratinga Airport,"Guiratinga, Brazil",Brazil
1202601,12026,GVA,Geneva Cointrin,"Geneva, Switzerland",Switzerland
1202602,12026,GVA,Geneva Airport,"Geneva, Switzerland",Switzerland
1202701,12027,GVE,Gordonsville Municipal,"Gordonville, VA",United States
1202702,12027,GVE,Gordonsville Municipal,"Gordonville, VA",United States
1202801,12028,GVL,Gainesville Municipal,"Gainesville, GA",United States
1202802,12028,GVL,Lee Gilmer Memorial,"Gainesville, GA",United States
1202901,12029,GVQ,Genesee County,"Batavia, NY",United States
1203001,12030,GVR,Governador Valadares Airport,"Governador Valadares, Brazil",Brazil
1203002,12030,GVR,Governador Valadares Airport,"Governador Valadares, Brazil",Brazil
1203003,12030,GVR,Governador Valadares Airport,"Governador Valadares, Brazil",Brazil
1203004,12030,GVR,Coronel Altino Machado,"Governador Valadares, Brazil",Brazil
1203005,12030,GVR,Coronel Altino Machado,"Governador Valadares, Brazil",Brazil
1203101,12031,GVT,Majors,"Greenville, TX",United States
1203201,12032,GVW,Richards/Gebaur AFB,"Grandview, MO",United States
1203301,12033,GVX,Sandviken,"Gavle, Sweden",Sweden
1203302,12033,GVX,Gavle Airport,"Gavle, Sweden",Sweden
1203303,12033,GVX,Gavle Airport,"Gavle, Sweden",Sweden
1203401,12034,GWD,Gwadar International,"Gwadar, Pakistan",Pakistan
1203402,12034,GWD,Gwadar International,"Gwadar, Pakistan",Pakistan
1203403,12034,GWD,Gwadar International,"Gwadar, Pakistan",Pakistan
1203501,12035,GWE,Thornhill,"Gweru, Rhodesia",Rhodesia
1203502,12035,GWE,Thornhill AB,"Gweru, Zimbabwe",Zimbabwe
1203503,12035,GWE,Gweru Thornhill,"Gweru, Zimbabwe",Zimbabwe
1203801,12038,GWL,Gwalior Airport,"Gwalior, India",India
1203802,12038,GWL,Gwalior Airport,"Gwalior, India",India
1203901,12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States
1203902,12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States
1203903,12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States
1203904,12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States
1203905,12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States
1203906,12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States
1203907,12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States
1203908,12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States
1204001,12040,GWI,Gwinner Municipal,"Gwinner, ND",United States
1204002,12040,GWR,Gwinner-Roger Melroe Field,"Gwinner, ND",United States
1204003,12040,GWR,Gwinner-Roger Melroe Field,"Gwinner, ND",United States
1204004,12040,GWR,Gwinner-Roger Melroe Field,"Gwinner, ND",United States
1204005,12040,GWR,Gwinner-Roger Melroe Field,"Gwinner, ND",United States
1204101,12041,GWS,Glenwood Springs Municipal,"Glenwood Springs, CO",United States
1204102,12041,GWS,Glenwood Springs Municipal,"Glenwood Springs, CO",United States
1204103,12041,GWS,Kgws Sumers Airpark,"Glenwood Springs, CO",United States
1204201,12042,GWT,Westerland/Sylt,"Westerland, West Germany",West Germany
1204202,12042,GWT,Sylt,"Westerland-Sylt, Germany",Germany
1204203,12042,GWT,Sylt,"Westerland-Sylt, Germany",Germany
1204204,12042,GWT,Sylt,"Westerland-Sylt, Germany",Germany
1204401,12044,GWY,Carnmore,"Galway, Ireland",Ireland
1204501,12045,GXF,Sayun International,"Sayun, Yemen",Yemen
1204601,12046,GXH,Mildenhall NAF,"Mildenhall, United Kingdom",United Kingdom
1204701,12047,GXQ,Teniente Vidal,"Coyhaique, Chile",Chile
1204702,12047,GXQ,Teniente Vidal,"Coyhaique, Chile",Chile
1204703,12047,GXQ,Teniente Vidal,"Coyhaique, Chile",Chile
1204801,12048,GXX,Yagoua Airport,"Yagoua, Cameroon",Cameroon
1204802,12048,GXX,Yagoua Ville,"Yagoua, Cameroon",Cameroon
1204901,12049,GYA,Guayaramerin Airport,"Guayaramerin, Bolivia",Bolivia
1204902,12049,GYA,Guayaramerin Airport,"Guayaramerin, Bolivia",Bolivia
1205001,12050,BAK,Baku Metropolitan Area,"Baku, Azerbaijan",Azerbaijan
1205101,12051,GYE,Simon Bolivar International,"Guayaquil, Ecuador",Ecuador
1205102,12051,GYE,Jose Joaquin de Olmedo International,"Guayaquil, Ecuador",Ecuador
1205103,12051,GYE,Jose Joaquin de Olmedo International,"Guayaquil, Ecuador",Ecuador
1205104,12051,GYE,Jose Joaquin de Olmedo International,"Guayaquil, Ecuador",Ecuador
1205105,12051,GYE,Jose Joaquin de Olmedo International,"Guayaquil, Ecuador",Ecuador
1205106,12051,GYE,Jose Joaquin de Olmedo International,"Guayaquil, Ecuador",Ecuador
1205201,12052,GYM,Guaymas International,"Guaymas, Mexico",Mexico
1205202,12052,GYM,General Jose Maria Yanez International,"Guaymas, Mexico",Mexico
1205203,12052,GYM,General Jose Maria Yanez International,"Guaymas, Mexico",Mexico
1205204,12052,GYM,General Jose Maria Yanez International,"Guaymas, Mexico",Mexico
1205205,12052,GYM,General Jose Maria Yanez International,"Guaymas, Mexico",Mexico
1205206,12052,GYM,Guaymas International,"Guaymas, Mexico",Mexico
1205301,12053,GYN,Santa Genoveva,"Goiania, Brazil",Brazil
1205302,12053,GYN,Santa Genoveva,"Goiania, Brazil",Brazil
1205303,12053,GYN,Santa Genoveva International,"Goiania, Brazil",Brazil
1205401,12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States
1205402,12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States
1205403,12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States
1205404,12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States
1205405,12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States
1205406,12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States
1205407,12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States
1205408,12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States
1205501,12055,GYY,Gary/Chicago International,"Gary, IN",United States
1205502,12055,GYY,Gary/Chicago International,"Gary, IN",United States
1205503,12055,GYY,Gary/Chicago International,"Gary, IN",United States
1205504,12055,GYY,Gary/Chicago International,"Gary, IN",United States
1205505,12055,GYY,Gary/Chicago International,"Gary, IN",United States
1205506,12055,GYY,Gary/Chicago International,"Gary, IN",United States
1205601,12056,GZO,Gizo Airport,"Gizo, Solomon Islands",Solomon Islands
1205602,12056,GZO,Gizo Airport,"Gizo, Solomon Islands",Solomon Islands
1205603,12056,GZO,Gizo Nusatupe,"Gizo, Solomon Islands",Solomon Islands
1205604,12056,GZO,Gizo Nusatupe,"Gizo, Solomon Islands",Solomon Islands
1205605,12056,GZO,Gizo Airport,"Gizo, Solomon Islands",Solomon Islands
1205606,12056,GZO,Gizo Airport,"Gizo, Solomon Islands",Solomon Islands
1205607,12056,GZO,Gizo Airport,"Gizo, Solomon Islands",Solomon Islands
1205608,12056,GZO,Gizo Airport,"Gizo, Solomon Islands",Solomon Islands
1205609,12056,GZO,Gizo Airport,"Gizo, Solomon Islands",Solomon Islands
1205701,12057,GZT,Gaziantep Airport,"Gaziantep, Turkey",Turkey
1205702,12057,GZT,Oguzeli,"Gaziantep, Turkey",Turkey
1205703,12057,GZT,Gaziantep Airport,"Gaziantep, Turkey",Turkey
1205704,12057,GZT,Gaziantep Airport,"Gaziantep, Turkey",Turkey
1205705,12057,GZT,Oguzeli,"Gaziantep, Turkey",Turkey
1205706,12057,GZT,Gaziantep Airport,"Gaziantep, Turkey",Turkey
1205707,12057,GZT,Gaziantep Airport,"Gaziantep, Turkey",Turkey
1205801,12058,HAB,Marion County,"Hamilton, AL",United States
1205901,12059,HAC,Hachijo Jima Island Airport,"Hachijo Jima Island, Japan",Japan
1205902,12059,HAC,Hachijo Jima Island Airport,"Hachijo Jima Island, Japan",Japan
1206001,12060,HAD,Halmstad Airport,"Halmstad, Sweden",Sweden
1206002,12060,HAD,Halmstad Airport,"Halmstad, Sweden",Sweden
1206003,12060,HAD,Halmstad Airport,"Halmstad, Sweden",Sweden
1206004,12060,HAD,Halmstad Airport,"Halmstad, Sweden",Sweden
1206101,12061,HAE,Havasupai Airport,"Havasupai, AZ",United States
1206201,12062,HAF,Half Moon Bay Airport,"Half Moon Bay, CA",United States
1206202,12062,HAF,Half Moon Bay Airport,"Half Moon Bay, CA",United States
1206301,12063,HAH,Prince Said Ibrahim International,"Moroni, Comoros",Comoros
1206302,12063,HAH,Prince Said Ibrahim,"Moroni, Comoros",Comoros
1206401,12064,HAJ,Hannover Airport,"Hannover, West Germany",West Germany
1206402,12064,HAJ,Hannover Airport,"Hannover, Germany",Germany
1206403,12064,HAJ,Hannover Airport,"Hannover, Germany",Germany
1206501,12065,HAK,Meilan,"Haikou, China",China
1206502,12065,HAK,Meilan,"Haikou, China",China
1206601,12066,HAM,Hamburg Airport,"Hamburg, West Germany",West Germany
1206602,12066,HAM,Hamburg Airport,"Hamburg, Germany",Germany
1206603,12066,HAM,Hamburg Airport,"Hamburg, Germany",Germany
1206604,12066,HAM,Hamburg Airport,"Hamburg, Germany",Germany
1206701,12067,HAN,Noibai,"Hanoi, Vietnam",Vietnam
1206702,12067,HAN,Noibai International,"Hanoi, Vietnam",Vietnam
1206801,12068,HAO,Hamilton/Fairfield,"Hamilton, OH",United States
1206802,12068,HAO,Butler County Regional,"Hamilton, OH",United States
1206803,12068,HAO,Butler County Regional Hogan Field,"Hamilton, OH",United States
1206804,12068,HAO,Butler County Regional,"Hamilton, OH",United States
1206805,12068,HAO,Butler County Regional Hogan Field,"Hamilton, OH",United States
1206901,12069,HAP,Long Island Airport,"Long Island, Australia",Australia
1207001,12070,HAR,Capital City,"Harrisburg, PA",United States
1207002,12070,HAR,Capital City,"Harrisburg, PA",United States
1207003,12070,HAR,Capital City,"Harrisburg, PA",United States
1207004,12070,HAR,Capital City,"Harrisburg, PA",United States
1207005,12070,HAR,Capital City,"Harrisburg, PA",United States
1207101,12071,HAS,Hail Airport,"Hail, Saudi Arabia",Saudi Arabia
1207102,12071,HAS,Hail Airport,"Hail, Saudi Arabia",Saudi Arabia
1207201,12072,HAU,Haugesund/Karmoy,"Haugesund, Norway",Norway
1207202,12072,HAU,Karmoy,"Haugesund, Norway",Norway
1207203,12072,HAU,Karmoy,"Haugesund, Norway",Norway
1207301,12073,HAV,Jose Marti International,"Havana, Cuba",Cuba
1207302,12073,HAV,Jose Marti International,"Havana, Cuba",Cuba
1207401,12074,HAY,Haycock Airport,"Haycock, AK",United States
1207501,12075,HBA,Hobart Airport,"Hobart, Australia",Australia
1207502,12075,HBA,Hobart Airport,"Hobart, Australia",Australia
1207503,12075,HBA,Hobart Airport,"Hobart, Australia",Australia
1207601,12076,HBC,Hanus Bay Airport,"Hanus Bay, AK",United States
1207701,12077,HBE,Borg El Arab International,"Alexandria, Egypt",Egypt
1207702,12077,HBE,Borg El Arab International,"Alexandria, Egypt",Egypt
1207703,12077,HBE,Borg El Arab,"Alexandria, Egypt",Egypt
1207704,12077,HBE,Borg El Arab International,"Alexandria, Egypt",Egypt
1207705,12077,HBE,Borg El Arab,"Alexandria, Egypt",Egypt
1207706,12077,HBE,Borg El Arab,"Alexandria, Egypt",Egypt
1207801,12078,HBG,Hattiesburg Municipal,"Hattiesburg, MS",United States
1207802,12078,HBG,Hattiesburg Bobby L. Chain Municipal,"Hattiesburg, MS",United States
1207901,12079,HBH,Hobart Bay Airport,"Hobart Bay, AK",United States
1208001,12080,HBI,Harbour Island Airport,"Harbour Island, The Bahamas",The Bahamas
1208101,12081,HBL,Babelegi Heliport,"Babelegi, South Africa",South Africa
1208201,12082,HBT,Al Batin,"Hafr Al Batin, Saudi Arabia",Saudi Arabia
1208202,12082,HBT,Al Batin,"Hafr Al Batin, Saudi Arabia",Saudi Arabia
1208203,12082,HBT,Al Batin,"Hafr Al Batin, Saudi Arabia",Saudi Arabia
1208204,12082,HBT,Al Batin,"Hafr Al Batin, Saudi Arabia",Saudi Arabia
1208301,12083,HBV,Jim Hogg County,"Hebbronville, TX",United States
1208401,12084,HBY,Hood Bay Airport,"Hood Bay, AK",United States
1208501,12085,HCA,Howard County,"Big Spring, TX",United States
1208601,12086,HCB,Shoal Cove Airport,"Shoal Cove, AK",United States
1208701,12087,HCR,Holy Cross Airport,"Holy Cross, AK",United States
1208702,12087,HCR,Holy Cross Airport,"Holy Cross, AK",United States
1208801,12088,HDA,Hidden Falls Airport,"Hidden Falls, AK",United States
1208901,12089,HDB,Heidelberg Airport,"Heidelberg, Germany",Germany
1208902,12089,HDB,Heidelberg AHP,"Heidelberg, Germany",Germany
1208903,12089,HDB,Heidelberg AHP,"Heidelberg, Germany",Germany
1208904,12089,HDB,Heidelberg AHP,"Heidelberg, Germany",Germany
1208905,12089,HDB,Heidelberg AHP,"Heidelberg, Germany",Germany
1208906,12089,HDB,Heidelberg AHP,"Heidelberg, Germany",Germany
1209001,12090,HDD,Hyderabad Airport,"Hyderabad, Pakistan",Pakistan
1209002,12090,HDD,Hyderabad Airport,"Hyderabad, Pakistan",Pakistan
1209101,12091,HDF,Heringsdorf Airport,"Heringsdorf, Germany",Germany
1209102,12091,HDF,Heringsdorf Airport,"Heringsdorf, Germany",Germany
1209201,12092,HDH,Dillingham AFB,"Mokuleia, HI",United States
1209202,12092,HDH,Dillingham,"Mokuleia, HI",United States
1209301,12093,HDM,Hamadan Airport,"Hamadan, Iran",Iran
1209302,12093,HDM,Hamadan Airport,"Hamadan, Iran",Iran
1209303,12093,HDM,Hamadan Airport,"Hamadan, Iran",Iran
1209304,12093,HDM,Hamadan Airport,"Hamadan, Iran",Iran
1209305,12093,HDM,Hamadan Airport,"Hamadan, Iran",Iran
1209306,12093,HDM,Hamadan Airport,"Hamadan, Iran",Iran
1209307,12093,HDM,Hamadan Airport,"Hamadan, Iran",Iran
1209401,12094,HDN,Yampa Valley,"Hayden, CO",United States
1209402,12094,HDN,Yampa Valley,"Hayden, CO",United States
1209501,12095,HDS,Hoedspruit Airport,"Hoedspruit, South Africa",South Africa
1209502,12095,HDS,Hoedspruit Airport,"Hoedspruit, South Africa",South Africa
1209601,12096,HDY,Hat Yai International,"Hat Yai, Thailand",Thailand
1209602,12096,HDY,Hat Yai International,"Hat Yai, Thailand",Thailand
1209701,12097,HEA,Herat Airport,"Herat, Afghanistan",Afghanistan
1209702,12097,HEA,Herat Airport,"Herat, Afghanistan",Afghanistan
1209703,12097,HEA,Khwaja Abdullah Ansari International,"Herat, Afghanistan",Afghanistan
1209801,12098,HED,Herendeen Bay,"Herendeen, AK",United States
1209802,12098,HED,Herendeen Bay,"Herendeen, AK",United States
1209901,12099,HEH,Heho Airport,"Heho, Burma",Burma
1209902,12099,HEH,Heho Airport,"Heho, Burma",Burma
1209903,12099,HEH,Heho Airport,"Heho, Burma",Burma
1210001,12100,HEI,Heide-Busum,"Heide/Busum, Germany",Germany
1210002,12100,HEI,Heide Buesum,"Heide/Busum, Germany",Germany
1210003,12100,HEI,Heide Busum,"Heide/Busum, Germany",Germany
1210004,12100,HEI,Heide Buesum,"Heide/Busum, Germany",Germany
1210101,12101,HEL,Helsinki Vantaa,"Helsinki, Finland",Finland
1210102,12101,HEL,Helsinki Vantaa,"Helsinki, Finland",Finland
1210103,12101,HEL,Helsinki Vantaa,"Helsinki, Finland",Finland
1210201,12102,HER,Nikos Kazantzakis,"Heraklion, Greece",Greece
1210202,12102,HER,Nikos Kazantzakis,"Heraklion, Greece",Greece
1210301,12103,HES,Hermiston Municipal,"Hermiston, OR",United States
1210302,12103,HES,Hermiston Municipal,"Hermiston, OR",United States
1210401,12104,HET,Baita International,"Hohhot, China",China
1210402,12104,HET,Baita,"Hohhot, China",China
1210501,12105,HEX,Herrera International,"Santo Domingo, Dominican Republic",Dominican Republic
1210601,12106,HEZ,Hardy-Anders Field Natchez-Adams County,"Natchez, MS",United States
1210602,12106,HEZ,Hardy-Anders Field Natchez-Adams County,"Natchez, MS",United States
1210701,12107,HFA,Haifa Airport,"Haifa, Israel",Israel
1210702,12107,HFA,Haifa Airport,"Haifa, Israel",Israel
1210801,12108,HFD,Hartford Brainard,"Hartford, CT",United States
1210802,12108,HFD,Hartford Brainard,"Hartford, CT",United States
1210901,12109,HFE,Luogang,"Hefei, China",China
1211001,12110,HFF,Mackall AAF,"Hoffman, NC",United States
1211002,12110,HFF,Mackall AAF,"Hoffman, NC",United States
1211101,12111,HFN,Hornafjordur,"Hofn, Iceland",Iceland
1211201,12112,HFT,Hammerfest Airport,"Hammerfest, Norway",Norway
1211202,12112,HFT,Hammerfest Airport,"Hammerfest, Norway",Norway
1211203,12112,HFT,Hammerfest Airport,"Hammerfest, Norway",Norway
1211301,12113,HGA,Hargeisa International,"Hargeisa, Somalia",Somalia
1211302,12113,HGA,Egal International,"Hargeisa, Somalia",Somalia
1211303,12113,HGA,Egal International,"Hargeisa, Somalia",Somalia
1211304,12113,HGA,Egal International,"Hargeisa, Somalia",Somalia
1211305,12113,HGA,Egal International,"Hargeisa, Somalia",Somalia
1211401,12114,HGD,Hughenden Airport,"Hughenden, Australia",Australia
1211402,12114,HGD,Hughenden Airport,"Hughenden, Australia",Australia
1211403,12114,HGD,Hughenden Airport,"Hughenden, Australia",Australia
1211501,12115,HGH,Xiaoshan,"Hangzhou, China",China
1211502,12115,HGH,Xiaoshan,"Hangzhou, China",China
1211503,12115,HGH,Xiaoshan,"Hangzhou, China",China
1211504,12115,HGH,Xiaoshan,"Hangzhou, China",China
1211601,12116,HGL,Helgoland Dune,"Dune, West Germany",West Germany
1211602,12116,HGL,Helgoland Dune,"Dune, Germany",Germany
1211603,12116,HGL,Helgoland Dune,"Dune, Germany",Germany
1211604,12116,HGL,Helgoland Duene,"Dune, Germany",Germany
1211605,12116,HGL,Helgoland Dune,"Dune, Germany",Germany
1211606,12116,HGL,Helgoland Duene,"Dune, Germany",Germany
1211607,12116,HGL,Helgoland Duene,"Dune, Germany",Germany
1211701,12117,HGN,Mae Hong Son Airport,"Mae Hong Son, Thailand",Thailand
1211702,12117,HGN,Mae Hong Son Airport,"Mae Hong Son, Thailand",Thailand
1211703,12117,HGN,Mae Hong Son Airport,"Mae Hong Son, Thailand",Thailand
1211801,12118,HGO,Korhogo Airport,"Korhogo, Cote d'Ivoire",Cote d'Ivoire
1211802,12118,HGO,Korhogo Airport,"Korhogo, Cote d'Ivoire",Cote d'Ivoire
1211901,12119,HGR,Hagerstown Regional-Richard A. Henson Field,"Hagerstown, MD",United States
1211902,12119,HGR,Hagerstown Regional-Richard A. Henson Field,"Hagerstown, MD",United States
1212001,12120,HGS,Hastings,"Freetown, Sierra Leone",Sierra Leone
1212002,12120,HGS,Hastings,"Freetown, Sierra Leone",Sierra Leone
1212003,12120,HGS,Hastings,"Freetown, Sierra Leone",Sierra Leone
1212004,12120,HGS,Hastings,"Freetown, Sierra Leone",Sierra Leone
1212101,12121,HGU,Mount Hagen Airport,"Mount Hagen, Papua New Guinea",Papua New Guinea
1212102,12121,HGU,Mount Hagen Airport,"Mount Hagen, Papua New Guinea",Papua New Guinea
1212201,12122,HGZ,Hogatza Airport,"Hogatza, AK",United States
1212301,12123,HHE,Hachinohe AB,"Hachinohe, Japan",Japan
1212302,12123,HHE,Hachinohe Airport,"Hachinohe, Japan",Japan
1212401,12124,HHH,Hilton Head Airport,"Hilton Head, SC",United States
1212402,12124,HHH,Hilton Head Airport,"Hilton Head, SC",United States
1212501,12125,HHN,Frankfurt Hahn,"Hahn, Germany",Germany
1212502,12125,HHN,Frankfurt Hahn,"Hahn, Germany",Germany
1212601,12126,HHP,Kai Tak Heliport,"Hong Kong, Hong Kong",Hong Kong
