AIRPORT_SEQ_ID,AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_COUNTRY_NAME
1000101,10001,01A,Afognak Lake Airport,"Afognak Lake, AK",United States
1000301,10003,03A,Bear Creek Mining Strip,"Granite Mountain, AK",United States
1000401,10004,04A,Lik Mining Camp,"Lik, AK",United States
1000501,10005,05A,Little Squaw Airport,"Little Squaw, AK",United States
1000601,10006,06A,Kizhuyak Bay,"Kizhuyak, AK",United States
1000701,10007,07A,Klawock Seaplane Base,"Klawock, AK",United States
1000801,10008,08A,Elizabeth Island Airport,"Elizabeth Island, AK",United States
1000901,10009,09A,Augustin Island,"Homer, AK",United States
1001001,10010,1B1,Columbia County,"Hudson, NY",United States
1001002,10010,1B1,Columbia County,"Hudson, NY",United States
1001101,10011,1G4,Grand Canyon West,"Peach Springs, AZ",United States
1001102,10011,1G4,Grand Canyon West,"Peach Springs, AZ",United States
1001103,10011,1G4,Grand Canyon West,"Peach Springs, AZ",United States
1001104,10011,1G4,Grand Canyon West,"Peach Springs, AZ",United States
1001201,10012,1N7,Blairstown Airport,"Blairstown, NJ",United States
1001301,10013,8F3,Crosbyton Municipal,"Crosbyton, TX",United States
1001401,10014,A01,Blair Lake,"Fairbanks/Ft. Wainwright, AK",United States
1001402,10014,A01,Blair Lake,"Fairbanks/Ft. Wainwright, AK",United States
1001403,10014,A01,Blair Lake,"Fairbanks/Ft. Wainwright, AK",United States
1001501,10015,A02,Deadmans Bay Airport,"Deadmans Bay, AK",United States
1001601,10016,A03,Hallo Bay Airport,"Hallo Bay, AK",United States
1001701,10017,A04,Red Lake Airport,"Red Lake, AK",United States
1001801,10018,A05,Shell Lake Airport,"Shell Lake, AK",United States
1001901,10019,A06,Navigator Airstrip,"Kougarok, AK",United States
1002001,10020,A07,Roland Norton Memorial Airstrip,"Selawik, AK",United States
1002002,10020,A07,Roland Norton Memorial,"Selawik, AK",United States
1002101,10021,A08,Pillar Bay Airport,"Pillar Bay, AK",United States
1002201,10022,JOH,Johnstone Point Airport,"Johnstone Point, AK",United States
1002202,10022,A09,Johnstone Point Airport,"Johnstone Point, AK",United States
1002203,10022,A09,Johnstone Point Airport,"Johnstone Point, AK",United States
1002204,10022,A09,Johnstone Point Airport,"Johnstone Point, AK",United States
1002205,10022,A09,Johnstone Point Airport,"Johnstone Point, AK",United States
1002301,10023,TLK,Tikchik Lodge Airport,"Tikchik Lodge, AK",United States
1002302,10023,KTH,Tikchik Lodge Airport,"Tikchik Lodge, AK",United States
1002401,10024,A11,Bell Creek Airport,"Bell Creek, AK",United States
1002501,10025,A12,Cinnabar Airport,"Cinnabar, AK",United States
1002601,10026,A13,Mountaintop Mine Airport,"Mountaintop Mine, AK",United States
1002701,10027,A14,Whitebear Airport,"Whitebear, AK",United States
1002801,10028,A15,Puviaq Airport,"Puviaq, AK",United States
1002802,10028,A15,Puviaq Airport,"Puviaq, AK",United States
1002901,10029,A16,Arley Lake Airport,"Arley Lake, AK",United States
1003001,10030,A17,Port Vita Airport,"Port Vita, AK",United States
1003101,10031,A18,Kantishna Airport,"Kantishna, AK",United States
1003102,10031,A18,Kantishna Airport,"Kantishna, AK",United States
1003103,10031,A18,Kantishna Airport,"Kantishna, AK",United States
1003104,10031,A18,Kantishna Airport,"Kantishna, AK",United States
1003301,10033,A20,Alpine Airstrip,"Alpine, AK",United States
1003401,10034,A21,Serpentine Airport,"Serpentine, AK",United States
1003501,10035,A22,Driftwood Bay Airport,"Driftwood Bay, AK",United States
1003601,10036,A23,Bradley Lake Airport,"Bradley Lake, AK",United States
1003701,10037,A24,Chilkat Lake Airport,"Chilkat Lake, AK",United States
1003801,10038,A25,Nugget Creek Airport,"Nugget Creek, AK",United States
1003901,10039,A26,Ivotuk Airstrip,"Ivotuk, AK",United States
1004001,10040,A27,Pogo Mines Airport,"Pogo Mines, AK",United States
1004101,10041,A28,Ayakulik River Airport,"Ayakulik River, AK",United States
1004201,10042,A29,Kiluda Bay Airport,"Kiluda Bay, AK",United States
1004301,10043,A30,Terror Lake Airport,"Terror Lake, AK",United States
1004401,10044,A31,Selief Bay Airport,"Selief Bay, AK",United States
1004701,10047,A34,Laura Lake Airport,"Laura Lake, AK",United States
1004901,10049,A36,Deep Bay Airport,"Deep Bay, AK",United States
1005001,10050,A37,Kako Airport,"Kako, AK",United States
1005002,10050,A37,Kako Airport,"Kako, AK",United States
1005101,10051,A38,Molly Creek Airport,"Molly Creek, AK",United States
1005201,10052,A39,Ptarmigan Lake Airport,"Ptarmigan Lake, AK",United States
1005301,10053,A40,Cape Simpson Airport,"Cape Simpson, AK",United States
1005401,10054,A41,Kogru River Airport,"Kogru River, AK",United States
1005402,10054,A41,Kogru River Airport,"Kogru River, AK",United States
1005501,10055,A42,Teshepkuk Lake Airport,"Teshepkuk Lake, AK",United States
1005601,10056,A43,Trident Basin Seaplane Base,"Kodiak Island, AK",United States
1005801,10058,A45,Lake Florence Airport,"Lake Florence, AK",United States
1005901,10059,A46,Lake Hasselborg Airport,"Lake Hasselborg, AK",United States
1006001,10060,A47,Distin Lake Airport,"Distin Lake, AK",United States
1006101,10061,A48,Port Hobron Airport,"Port Hobron, AK",United States
1006201,10062,A49,Mooseville Airstrip Airport,"Mooseville Airstrip, AK",United States
1006301,10063,A50,Big Bay Airport,"Big Bay, AK",United States
1006401,10064,A51,Wien Lake Airport,"Wien Lake, AK",United States
1006501,10065,A52,Silver Salmon Creek Airport,"Silver Salmon Creek, AK",United States
1006601,10066,A53,Blear Lake Airport,"Blear Lake, AK",United States
1006701,10067,A54,Cannery Bay Airport,"Cannery Bay, AK",United States
1006901,10069,A56,Johnsons Landing,"Bear Lake, AK",United States
1007001,10070,VZK,International Seafoods Airport,"International Seafoods, AK",United States
1007002,10070,A57,International Seafoods Airport,"International Seafoods, AK",United States
1007101,10071,A58,Cosna River Airport,"Cosna River, AK",United States
1007201,10072,A59,Ivatuk Airport,"Ivatuk, AK",United States
1007401,10074,A61,Cape Sarichef AFS,"Cape Sarichef, AK",United States
1007402,10074,A61,Cape Sarichef Airport,"Cape Sarichef, AK",United States
1007501,10075,A62,Taylor Mountain,"Taylor Mountain Mine, AK",United States
1007601,10076,A63,Coal Creek,"Yukon Charley Rivvers, AK",United States
1007602,10076,A63,Coal Creek,"Yukon Charley Rivvers, AK",United States
1007603,10076,A63,Coal Creek,"Yukon Charley Rivvers, AK",United States
1007604,10076,A63,Coal Creek,"Yukon Charley Rivvers, AK",United States
1007605,10076,A63,Coal Creek,"Yukon Charley Rivvers, AK",United States
1007801,10078,A65,Karluk Portage Airport,"Karluk Portage, AK",United States
1007901,10079,A66,Hope Airport,"Hope, AK",United States
1007902,10079,A66,Hope Airport,"Hope, AK",United States
1007903,10079,A66,Hope Airport,"Hope, AK",United States
1007904,10079,A66,Hope Airport,"Hope, AK",United States
1007905,10079,A66,Hope Airport,"Hope, AK",United States
1008001,10080,A67,Viekoda Bay Airport,"Viekoda Bay, AK",United States
1008201,10082,A69,Cathedral Strip,"Cold Bay, AK",United States
1008301,10083,A70,Village Islands Airport,"Village Islands, AK",United States
1008401,10084,A71,Bear Cove Farm,"Homer, AK",United States
1008501,10085,A72,Chinitna Bay Airport,"Chinitna Bay, AK",United States
1008601,10086,A73,McKinley National Park,"McKinley Park, AK",United States
1008701,10087,A74,Dog Fish Bay,"Nanwalek, AK",United States
1008801,10088,A75,Malina Bay Airport,"Malina Bay, AK",United States
1008901,10089,A76,Red Fox Bay Airport,"Red Fox Bay, AK",United States
1009001,10090,A77,Shearwater Airport,"Shearwater, AK",United States
1009101,10091,A78,Lake,"Cape Simpson, AK",United States
1009201,10092,A79,Cape Simpson No. 1,"Cape Simpson, AK",United States
1009301,10093,A80,Cape Simpson No. 7,"Cape Simpson, AK",United States
1009401,10094,A81,Cape Simpson #1,"Aglaq, AK",United States
1009501,10095,A82,Nikiski Private Airstrip,"Nikiski, AK",United States
1009601,10096,A83,Petrof Point Airport,"Petrof Point, AK",United States
1009701,10097,A84,Denali West Lodge Private,"Denali, AK",United States
1009801,10098,A85,Big River Airport,"Big River, AK",United States
1010001,10100,A87,Carry Inlet Airport,"Carry Inlet, AK",United States
1010201,10102,A89,Montague Island Airport,"Montague Island, AK",United States
1010301,10103,A90,Shannon Pond Airport,"Shannon Pond, AK",United States
1010401,10104,A91,Omalik Lagoon Airport,"Omalik Lagoon, AK",United States
1010501,10105,A92,Omolik Lagoon Airport,"Omolik Lagoon, AK",United States
1010601,10106,A93,Bradley Lake Project Airport,"Bradley Lake Project, AK",United States
1010701,10107,A94,Ice Strip,"Barrow, AK",United States
1010801,10108,A95,Ice Strip,"Barrow, AK",United States
1010901,10109,A96,Ice Strip,"Barrow, AK",United States
1011001,10110,A97,Akulik Air Strip,"Akulik, AK",United States
1011101,10111,A98,Deadfall Air Strip,"Deadfall, AK",United States
1011201,10112,A99,Eagle Creek Airport,"Eagle Creek, AK",United States
1011301,10113,AA1,Ice Kong,"Bethel, AK",United States
1011601,10116,AA4,Glacier Split,"Kachemak Bay, AK",United States
1011701,10117,AA5,Selby Lake Airport,"Selby Lake, AK",United States
1011801,10118,AAA,Anaa Airport,"Anaa, French Polynesia",French Polynesia
1011802,10118,AAA,Anaa Airport,"Anaa, French Polynesia",French Polynesia
1011901,10119,AAB,Arrabury Station,"Arrabury, Australia",Australia
1012001,10120,AAC,El Arish International,"El Arish, Egypt",Egypt
1012002,10120,AAC,El Arish International,"El Arish, Egypt",Egypt
1012003,10120,AAC,El Arish International,"El Arish, Egypt",Egypt
1012004,10120,AAC,El Arish International,"El Arish, Egypt",Egypt
1012005,10120,AAC,El Arish International,"El Arish, Egypt",Egypt
1012101,10121,AAE,Rabah Bitat,"Annaba, Algeria",Algeria
1012102,10121,AAE,Rabah Bitat,"Annaba, Algeria",Algeria
1012103,10121,AAE,Rabah Bitat,"Annaba, Algeria",Algeria
1012104,10121,AAE,Rabah Bitat,"Annaba, Algeria",Algeria
1012201,10122,AAF,Apalachicola Regional,"Apalachicola, FL",United States
1012202,10122,AAF,Apalachicola Regional Cleve Randolph Field,"Apalachicola, FL",United States
1012203,10122,AAF,Apalachicola Regional,"Apalachicola, FL",United States
1012204,10122,AAF,Apalachicola Regional Cleve Randolph Field,"Apalachicola, FL",United States
1012205,10122,AAF,Apalachicola Regional Cleve Randolph Field,"Apalachicola, FL",United States
1012301,10123,AAH,Aachen/Merzbruck,"Aachen, West Germany",West Germany
1012302,10123,AAH,Aachen/Merzbruck,"Aachen, Germany",Germany
1012303,10123,AAH,Aachen/Merzbruck,"Aachen, Germany",Germany
1012304,10123,AAH,Aachen Merzbrueck,"Aachen, Germany",Germany
1012305,10123,AAH,Aachen Merzbruck,"Aachen, Germany",Germany
1012306,10123,AAH,Aachen Merzbrueck,"Aachen, Germany",Germany
1012307,10123,AAH,Aachen Merzbrueck,"Aachen, Germany",Germany
1012401,10124,AAI,Arraias Airport,"Arraias, Brazil",Brazil
1012402,10124,AAI,Arraias Airport,"Arraias, Brazil",Brazil
1012403,10124,AAI,Arraias Airport,"Arraias, Brazil",Brazil
1012404,10124,AAI,Arraias Airport,"Arraias, Brazil",Brazil
1012405,10124,AAI,Arraias Airport,"Arraias, Brazil",Brazil
1012501,10125,AAL,Aalborg Airport,"Aalborg, Denmark",Denmark
1012502,10125,AAL,Aalborg Airport,"Aalborg, Denmark",Denmark
1012503,10125,AAL,Aalborg Airport,"Aalborg, Denmark",Denmark
1012601,10126,AAM,Malamala,"Mala Mala, South Africa",South Africa
1012602,10126,AAM,Malamala,"Mala Mala, South Africa",South Africa
1012701,10127,AAN,Al Ain International,"Al Ain, United Arab Emirates",United Arab Emirates
1012702,10127,AAN,Al Ain International,"Al Ain, United Arab Emirates",United Arab Emirates
1012703,10127,AAN,Al Ain International,"Al Ain, United Arab Emirates",United Arab Emirates
1012801,10128,AAO,Anaco Airport,"Anaco, Venezuela",Venezuela
1012802,10128,AAO,Anaco Airport,"Anaco, Venezuela",Venezuela
1012803,10128,AAO,Anaco Airport,"Anaco, Venezuela",Venezuela
1012804,10128,AAO,Anaco Airport,"Anaco, Venezuela",Venezuela
1012805,10128,AAO,Anaco Airport,"Anaco, Venezuela",Venezuela
1012901,10129,AAQ,Vityazevo,"Anapa, Russia",Russia
1012902,10129,AAQ,Vityazevo,"Anapa, Russia",Russia
1012903,10129,AAQ,Anapa Airport,"Anapa, Russia",Russia
1012904,10129,AAQ,Vityazevo,"Anapa, Russia",Russia
1013001,10130,AAR,Tirstrup,"Aarhus, Denmark",Denmark
1013002,10130,AAR,Tirstrup,"Aarhus, Denmark",Denmark
1013003,10130,AAR,Aarhus Airport,"Aarhus, Denmark",Denmark
1013004,10130,AAR,Aarhus Airport,"Aarhus, Denmark",Denmark
1013101,10131,AAU,Asau W Sam,"Asau, Samoa",Samoa
1013201,10132,AAX,Araxa Airport,"Araxa, Brazil",Brazil
1013202,10132,AAX,Araxa Airport,"Araxa, Brazil",Brazil
1013203,10132,AAX,Romeu Zema,"Araxa, Brazil",Brazil
1013204,10132,AAX,Romeu Zema,"Araxa, Brazil",Brazil
1013401,10134,ABD,Abadan Airport,"Abadan, Iran",Iran
1013402,10134,ABD,Abadan Airport,"Abadan, Iran",Iran
1013403,10134,ABD,Abadan Airport,"Abadan, Iran",Iran
1013501,10135,ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States
1013502,10135,ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States
1013503,10135,ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States
1013504,10135,ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States
1013505,10135,ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States
1013506,10135,ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States
1013507,10135,ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States
1013602,10136,ABI,Abilene Regional,"Abilene, TX",United States
1013603,10136,ABI,Abilene Regional,"Abilene, TX",United States
1013604,10136,ABI,Abilene Regional,"Abilene, TX",United States
1013701,10137,ABJ,Abidjan Felix Houphouet Boigny International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire
1013702,10137,ABJ,Abidjan Felix Houphouet Boigny International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire
1013703,10137,ABJ,Felix Houphouet Boigny Abidjan,"Abidjan, Cote d'Ivoire",Cote d'Ivoire
1013704,10137,ABJ,Felix Houphouet Boigny Abidjan International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire
1013705,10137,ABJ,Abidjan Felix Houphouet Boigny International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire
1013706,10137,ABJ,Felix Houphouet Boigny Abidjan International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire
1013801,10138,ABK,Kabri Dar Airport,"Kabri Dar, Ethiopia",Ethiopia
1013802,10138,ABK,Kebri Dahar,"Kabri Dar, Ethiopia",Ethiopia
1013803,10138,ABK,Kebri Dahar,"Kabri Dar, Ethiopia",Ethiopia
1013804,10138,ABK,Kebri Dahar,"Kabri Dar, Ethiopia",Ethiopia
1013805,10138,ABK,Kebri Dahar,"Kabri Dar, Ethiopia",Ethiopia
1013901,10139,ABL,Ambler River,"Ambler, AK",United States
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States
1014002,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States
1014003,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States
1014004,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States
1014005,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States
1014006,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States
1014102,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States
1014103,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States
1014104,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States
1014105,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States
1014106,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States
1014107,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States
1014201,10142,ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt
1014202,10142,ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt
1014203,10142,ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt
1014204,10142,ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt
1014205,10142,ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt
1014301,10143,BBH,Al-Baha Airport,"Al-Baha, Saudi Arabia",Saudi Arabia
1014302,10143,ABT,Al-Baha Airport,"Al-Baha, Saudi Arabia",Saudi Arabia
1014303,10143,ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",Saudi Arabia
1014304,10143,ABT,Al Baha,"Al-Baha, Saudi Arabia",Saudi Arabia
1014305,10143,ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",Saudi Arabia
1014306,10143,ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",Saudi Arabia
1014401,10144,ABV,Abuja Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria
1014402,10144,ABV,Abuja Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria
1014403,10144,ABV,Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria
1014404,10144,ABV,Abuja Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria
1014405,10144,ABV,Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria
1014501,10145,ABX,Albury Airport,"Albury, Australia",Australia
1014502,10145,ABX,Albury Airport,"Albury, Australia",Australia
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States
1014602,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States
1014701,10147,ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom
1014702,10147,ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom
1014703,10147,ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom
1014704,10147,ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom
1014705,10147,ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom
1014706,10147,ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom
1014801,10148,ACA,General Juan N Alvarez International,"Acapulco, Mexico",Mexico
1014802,10148,ACA,General Juan N Alvarez International,"Acapulco, Mexico",Mexico
1014803,10148,ACA,Acapulco International,"Acapulco, Mexico",Mexico
1014901,10149,ACB,Antrim County,"Bellaire, MI",United States
1014902,10149,ACB,Antrim County,"Bellaire, MI",United States
1015001,10150,ACC,Accra Kotoka International,"Accra, Ghana",Ghana
1015002,10150,ACC,Accra Kotoka International,"Accra, Ghana",Ghana
1015003,10150,ACC,Kotoka International,"Accra, Ghana",Ghana
1015004,10150,ACC,Kotoka International,"Accra, Ghana",Ghana
1015101,10151,ACE,Lanzarote,"Arrecife, Spain",Spain
1015102,10151,ACE,Lanzarote,"Arrecife, Spain",Spain
1015201,10152,ACH,St Gallen Altenrhein,"Altenrhein, Switzerland",Switzerland
1015202,10152,ACH,St Gallen Altenrhein,"Altenrhein, Switzerland",Switzerland
1015301,10153,ACI,Alderney Airport,"Alderney, United Kingdom",United Kingdom
1015302,10153,ACI,Alderney Airport,"Alderney, United Kingdom",United Kingdom
1015303,10153,ACI,Alderney Airport,"Alderney, United Kingdom",United Kingdom
1015304,10153,ACI,Alderney Airport,"Alderney, United Kingdom",United Kingdom
1015305,10153,ACI,Alderney Airport,"Alderney, United Kingdom",United Kingdom
1015306,10153,ACI,Alderney Airport,"Alderney, United Kingdom",United Kingdom
1015307,10153,ACI,Alderney Airport,"Alderney, United Kingdom",United Kingdom
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States
1015402,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States
1015403,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States
1015404,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States
1015405,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States
1015406,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States
1015501,10155,ACT,Waco Regional,"Waco, TX",United States
1015502,10155,ACT,Waco Regional,"Waco, TX",United States
1015503,10155,ACT,Waco Regional,"Waco, TX",United States
1015601,10156,ACU,Achutupo Airport,"Achutupo, Panama",Panama
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States
1015702,10157,ACV,Arcata,"Arcata/Eureka, CA",United States
1015703,10157,ACV,Arcata,"Arcata/Eureka, CA",United States
1015704,10157,ACV,California Redwood Coast Humboldt County,"Arcata/Eureka, CA",United States
1015705,10157,ACV,Arcata,"Arcata/Eureka, CA",United States
1015706,10157,ACV,California Redwood Coast Humboldt County,"Arcata/Eureka, CA",United States
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States
1015802,10158,ACY,Nafec Atl,"Atlantic City, NJ",United States
1015803,10158,ACY,Atlantic City International,"Atlantic City, NJ",United States
1015804,10158,ACY,Atlantic City International,"Atlantic City, NJ",United States
1015805,10158,ACY,Atlantic City International,"Atlantic City, NJ",United States
1015901,10159,ADA,Adana Sakirpasa,"Adana, Turkey",Turkey
1015902,10159,ADA,Adana International,"Adana, Turkey",Turkey
1015903,10159,ADA,Adana International,"Adana, Turkey",Turkey
1016001,10160,ADB,Adnan Menderes,"Izmir, Turkey",Turkey
1016002,10160,ADB,Adnan Menderes,"Izmir, Turkey",Turkey
1016101,10161,ADC,Andakombe Airport,"Andakombe, Papua New Guinea",Papua New Guinea
1016102,10161,ADC,Andakombe Airport,"Andakombe, Papua New Guinea",Papua New Guinea
1016103,10161,ADC,Andakombe Airport,"Andakombe, Papua New Guinea",Papua New Guinea
1016201,10162,ADD,Haile Selassie I International,"Addis Ababa, Ethiopia",Ethiopia
1016202,10162,ADD,Bole International,"Addis Ababa, Ethiopia",Ethiopia
1016203,10162,ADD,Bole International,"Addis Ababa, Ethiopia",Ethiopia
1016301,10163,ADE,Aden International,"Aden, South Yemen",South Yemen
1016302,10163,ADE,Aden International,"Aden, Yemen",Yemen
1016303,10163,ADE,Aden International,"Aden, Yemen",Yemen
1016304,10163,ADE,Aden International,"Aden, Yemen",Yemen
1016401,10164,ADJ,King Abdullah Ben,"Amman, Jordan",Jordan
1016402,10164,ADJ,Marka International,"Amman, Jordan",Jordan
1016403,10164,ADJ,Marka International,"Amman, Jordan",Jordan
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States
1016502,10165,ADK,Adak,"Adak Island, AK",United States
1016503,10165,ADK,Adak,"Adak Island, AK",United States
1016504,10165,ADK,Adak,"Adak Island, AK",United States
1016505,10165,ADK,Adak,"Adak Island, AK",United States
1016506,10165,ADK,Adak,"Adak Island, AK",United States
1016601,10166,ADL,Adelaide International,"Adelaide, Australia",Australia
1016602,10166,ADL,Adelaide International,"Adelaide, Australia",Australia
1016603,10166,ADL,Adelaide International,"Adelaide, Australia",Australia
1016701,10167,ADM,Ardmore Municipal,"Ardmore, OK",United States
1016702,10167,ADM,Ardmore Municipal,"Ardmore, OK",United States
1016703,10167,ADM,Ardmore Municipal,"Ardmore, OK",United States
1016704,10167,ADM,Ardmore Municipal,"Ardmore, OK",United States
1016705,10167,ADM,Ardmore Municipal,"Ardmore, OK",United States
1016706,10167,ADM,Ardmore Municipal,"Ardmore, OK",United States
1016801,10168,ADN,Andes Airport,"Andes, Colombia",Colombia
1016802,10168,ADN,Andes Airport,"Andes, Colombia",Colombia
1016803,10168,ADN,Andes Airport,"Andes, Colombia",Colombia
1016804,10168,ADN,Andes Airport,"Andes, Colombia",Colombia
1016805,10168,ADN,Andes Airport,"Andes, Colombia",Colombia
1016901,10169,ADO,Andamooka Airport,"Andamooka, Australia",Australia
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States
1017002,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States
1017003,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States
1017004,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States
1017101,10171,ADS,Addison,"Dallas, TX",United States
1017102,10171,ADS,Addison,"Dallas, TX",United States
1017201,10172,ADW,Andrews AFB,"Camp Springs, MD",United States
1017202,10172,ADW,Andrews AFB,"Camp Springs, MD",United States
1017203,10172,ADW,Joint Base Andrews,"Camp Springs, MD",United States
1017204,10172,ADW,Andrews AFB,"Camp Springs, MD",United States
1017205,10172,ADW,Joint Base Andrews,"Camp Springs, MD",United States
1017301,10173,ADX,RAF Leuchars,"St Andrews, United Kingdom",United Kingdom
1017302,10173,ADX,RAF Leuchars,"St Andrews, United Kingdom",United Kingdom
1017303,10173,ADX,RAF Leuchars,"St Andrews, United Kingdom",United Kingdom
1017304,10173,ADX,RAF Leuchars,"St Andrews, United Kingdom",United Kingdom
1017305,10173,ADX,RAF Leuchars,"St Andrews, United Kingdom",United Kingdom
1017401,10174,ADZ,San Andres,"San Andres Island, Colombia",Colombia
1017402,10174,ADZ,Sesquicentenario,"San Andres Island, Colombia",Colombia
1017403,10174,ADZ,Gustavo Rojas Pinilla,"San Andres Island, Colombia",Colombia
1017404,10174,ADZ,Gustavo Rojas Pinilla,"San Andres Island, Colombia",Colombia
1017501,10175,DHF,Al Dhafra Air Base,"Al Dhafra, United Arab Emirates",United Arab Emirates
1017601,10176,AED,Aleneva Airport,"Aleneva, AK",United States
1017701,10177,AEG,Aek Godang,"Padang Sidempuan, Indonesia",Indonesia
1017801,10178,AEH,Abeche Airport,"Abeche, Chad",Chad
1017802,10178,AEH,Abeche Airport,"Abeche, Chad",Chad
1017803,10178,AEH,Abeche Airport,"Abeche, Chad",Chad
1018001,10180,AEO,Aioun El Atrouss Airport,"Aioun El Atrouss, Mauritania",Mauritania
1018002,10180,AEO,Aioun El Atrouss Airport,"Aioun El Atrouss, Mauritania",Mauritania
1018101,10181,AEP,Aeroparque Jorge Newbery,"Buenos Aires, Argentina",Argentina
1018102,10181,AEP,Aeroparque Jorge Newbery,"Buenos Aires, Argentina",Argentina
1018103,10181,AEP,Aeroparque Jorge Newbery,"Buenos Aires, Argentina",Argentina
1018201,10182,AER,Adler/Sochi Airport,"Adler/Sochi, U.S.S.R.",U.S.S.R.
1018202,10182,AER,Adler/Sochi Airport,"Adler/Sochi, Russia",Russia
1018301,10183,AES,Vigra,"Aalesund, Norway",Norway
1018302,10183,AES,Vigra,"Aalesund, Norway",Norway
1018303,10183,AES,Vigra,"Aalesund, Norway",Norway
1018304,10183,AES,Alesund,"Aalesund, Norway",Norway
1018401,10184,AET,Allakaket Airport,"Allakaket, AK",United States
1018402,10184,AET,Allakaket Airport,"Allakaket, AK",United States
1018501,10185,AEX,England AFB,"Alexandria, LA",United States
1018502,10185,AEX,Alexandria International,"Alexandria, LA",United States
1018503,10185,AEX,Alexandria International,"Alexandria, LA",United States
1018601,10186,AEY,Akureyri Airport,"Akureyri, Iceland",Iceland
1018602,10186,AEY,Akureyri Airport,"Akureyri, Iceland",Iceland
1018603,10186,AEY,Akureyri Airport,"Akureyri, Iceland",Iceland
1018604,10186,AEY,Akureyri Airport,"Akureyri, Iceland",Iceland
1018605,10186,AEY,Akureyri Airport,"Akureyri, Iceland",Iceland
1018801,10188,AFA,San Rafael Airport,"San Rafael, Argentina",Argentina
1018802,10188,AFA,San Rafael Airport,"San Rafael, Argentina",Argentina
1018803,10188,AFA,San Rafael Airport,"San Rafael, Argentina",Argentina
