eps,rpk_2050_Tpkm,rpk_no_elasticity_2050,fare_2025,fare_2050,max_|rpk/rpk0 - 1|
-0.6,2.5071086307299097,2.397396947505079,0.09058097311385405,0.08572610405046795,0.04576283595380626
-0.8,2.5416053282007427,2.397396947505079,0.09061494393739383,0.08586013261257718,0.06015206653438776
-0.9,2.5584733697802142,2.397396947505079,0.09063148462853887,0.08592566930229147,0.06718804845512305
-1.0,2.5750910060776517,2.397396947505079,0.09064773816616473,0.08599023310293642,0.07411958155594345
-1.4,2.639109903103301,2.397396947505079,0.09071001316379104,0.0862389630204274,0.10082308474187696
