1.940000000000000000e+03;3.466054345926463753e+01;1.363014618112380893e-01;1.108237116840383862e+01;2.700821568254388049e-04;1.080328627301755003e-02;7.453923999501270146e+02
1.941000000000000000e+03;3.743937210539748150e+01;1.472291152404462122e-01;1.197087456149202822e+01;2.917353670550454272e-04;1.166941468220181362e-02;8.051525060207508204e+02
1.942000000000000000e+03;4.043195680123284319e+01;1.589973573949780283e-01;1.292772436943315384e+01;3.150542088407754524e-04;1.260216835363101896e-02;8.695095433275763526e+02
1.943000000000000000e+03;4.367036095422611908e+01;1.717322765836321041e-01;1.396317255445515926e+01;3.402885269160476917e-04;1.361154107664190767e-02;9.391530515560341428e+02
1.944000000000000000e+03;4.716527236686242475e+01;1.854759022426746007e-01;1.508063643730069003e+01;3.675216028586682530e-04;1.470086411434673099e-02;1.014312877267934141e+03
1.945000000000000000e+03;5.093806664411201268e+01;2.003122932446379512e-01;1.628695065945504084e+01;3.969199998242495687e-04;1.587679999296998101e-02;1.095448713586896247e+03
1.946000000000000000e+03;5.501011939094513536e+01;2.163255084620543944e-01;1.758894986240349922e+01;4.286502809684036917e-04;1.714601123873614463e-02;1.183020253636541383e+03
1.947000000000000000e+03;5.941349401481718218e+01;2.336416362037226635e-01;1.899688600837401609e+01;4.629622910245495418e-04;1.851849164098197734e-02;1.277717037102299173e+03
1.948000000000000000e+03;6.415887831821326870e+01;2.523027059059088639e-01;2.051417641810923342e+01;4.999393115704931726e-04;1.999757246281972170e-02;1.379768910545979679e+03
1.949000000000000000e+03;6.929971131355902969e+01;2.725188647499438011e-01;2.215790769532238613e+01;5.399977504952651773e-04;2.159991001981060796e-02;1.490325106776633902e+03
1.950000000000000000e+03;7.483599300085444384e+01;2.942901127358276692e-01;2.392807984001346355e+01;5.831376077988658811e-04;2.332550431195463264e-02;1.609385625794261159e+03
1.951000000000000000e+03;8.083185019501030411e+01;3.178686264811574347e-01;2.584519677663836390e+01;6.298585729481322561e-04;2.519434291792528938e-02;1.738329546969722514e+03
1.952000000000000000e+03;8.729797069851174740e+01;3.432964354221995085e-01;2.791267582593973628e+01;6.802439275208708438e-04;2.720975710083483462e-02;1.877386716864828031e+03
1.953000000000000000e+03;9.427710572129920763e+01;3.707416573040182572e-01;3.014418627088813807e+01;7.346267978283056417e-04;2.938507191313221786e-02;2.027476521726817509e+03
1.954000000000000000e+03;1.018226942757983977e+02;4.004144393079449027e-01;3.255681471519684322e+01;7.934235917594682731e-04;3.173694367037872138e-02;2.189748194364742176e+03
1.955000000000000000e+03;1.099667997694646431e+02;4.324408697427778447e-01;3.516081312109376000e+01;8.568841540477765192e-04;3.427536616191105556e-02;2.364891274464031994e+03
1.956000000000000000e+03;1.187628612147236140e+02;4.670310957898481941e-01;3.797326809229214462e+01;9.254248925822620032e-04;3.701699570329047145e-02;2.554054994833737510e+03
1.957000000000000000e+03;1.282643176240009097e+02;5.043952646304867837e-01;4.101126623250523551e+01;9.994622152519553725e-04;3.997848861007820970e-02;2.758388588282909041e+03
1.958000000000000000e+03;1.385246080097221864e+02;5.447435234460245024e-01;4.429189414544624270e+01;1.079412529945887383e-03;4.317650119783549012e-02;2.979041287620597359e+03
1.959000000000000000e+03;1.496078591867981231e+02;5.883280488540582054e-01;4.783565575557104665e+01;1.165775526130894682e-03;4.663102104523578900e-02;3.217392172217661482e+03
1.960000000000000000e+03;1.615781979701396267e+02;6.354010174721856918e-01;5.166305498733556334e+01;1.259050893273815650e-03;5.036203573095261732e-02;3.474820321444964520e+03
1.961000000000000000e+03;1.772785798207901848e+02;6.971422593472114126e-01;5.668309915828383794e+01;1.381391531071092527e-03;5.525566124284370106e-02;3.812464920743988841e+03
1.962000000000000000e+03;1.952340879958023550e+02;7.677517122744020872e-01;6.242419800593057744e+01;1.521304581785473111e-03;6.085218327141891231e-02;4.198607144584942034e+03
1.963000000000000000e+03;2.060073929008097195e+02;8.101173840307168694e-01;6.586885731451864956e+01;1.605252412214101766e-03;6.421009648856407237e-02;4.430292478889515223e+03
1.964000000000000000e+03;2.154340346926911138e+02;8.471873468174919708e-01;6.888293420953320378e+01;1.678706763839151730e-03;6.714827055356607788e-02;4.633017146406015854e+03
1.965000000000000000e+03;2.302473289370761904e+02;9.054401454824245743e-01;7.361934075884178696e+01;1.794135030678516238e-03;7.176540122714064607e-02;4.951584481074803080e+03
1.966000000000000000e+03;2.495388124227291655e+02;9.813032779428882968e-01;7.978760469931940236e+01;1.944458278618668972e-03;7.777833114474676235e-02;5.366457525142017403e+03
1.967000000000000000e+03;2.944275828602597471e+02;1.157826910260866038e+00;9.414035181843631506e+01;2.294240905404621843e-03;9.176963621618486333e-02;6.331813084744402659e+03
1.968000000000000000e+03;3.334701253384261008e+02;1.311360440941239380e+00;1.066238244913253510e+02;2.598468509130593632e-03;1.039387403652237141e-01;7.171442575036667222e+03
1.969000000000000000e+03;3.491811949915617674e+02;1.373143712252531401e+00;1.116472859830162605e+02;2.720892428505676617e-03;1.088356971402270473e-01;7.509317020897501607e+03
1.970000000000000000e+03;3.500789704003124143e+02;1.376674184898891040e+00;1.119343409253986010e+02;2.727888081041395744e-03;1.091155232416558124e-01;7.528624132089549676e+03
1.971000000000000000e+03;3.604568266133700831e+02;1.417484767513357058e+00;1.152525593665087484e+02;2.808754493091196024e-03;1.123501797236478306e-01;7.751805143607148239e+03
1.972000000000000000e+03;3.790108517275493796e+02;1.490447868871454196e+00;1.211850281757437244e+02;2.953331312162723200e-03;1.181332524865088968e-01;8.150818774909467720e+03
