name,categories,amount,unit
contrail,air::lower stratosphere + upper troposphere,2.0670E-05,kilometer
nitrogen oxides,air::lower stratosphere + upper troposphere,6.4854E-05,kilogram
sulfur dioxide,air::lower stratosphere + upper troposphere,-1.5259E-05,kilogram
water vapour,air::lower stratosphere + upper troposphere,4.8199E-08,kilogram
