run,x_eval_distance_from_x_opt,ineq_tolerance,kkt_residual,max_constraint_violation,G1,G2_2030,G2_2035,G2_2040,G2_2045,G2_2050,G3_2030,G3_2035,G3_2040,G3_2045,G3_2050,G4_2030,G4_2035,G4_2040,G4_2045,G4_2050,G5_2030,G5_2035,G5_2040,G5_2045,G5_2050,G6_2030,G6_2035,G6_2040,G6_2045,G6_2050,n_nonzero_multipliers
opt_main_2_6,0.0,1e-10,0.08432454934305247,0.0,670121118637.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41217207616.85609,43938793412.25224,31526058321.3679,0.0,0.0,0.0,0.0,32043711528.315075,28088804465.937134,8693446588.429966,0.0,0.0,0.0,0.0,0.0,0.0,283301159.4945295,0.0,8
opt_main_2_6,0.0,1e-08,0.08432454934305247,0.0,670121118637.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41217207616.85609,43938793412.25224,31526058321.3679,0.0,0.0,0.0,0.0,32043711528.315075,28088804465.937134,8693446588.429966,0.0,0.0,0.0,0.0,0.0,0.0,283301159.4945295,0.0,8
opt_main_2_6,0.0,1e-06,5.140872850193228e-16,0.0,570256638688.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31004577786.383545,36670493958.323975,24399597315.709476,0.0,0.0,0.0,0.0,19741564653.769108,17393377959.644123,5449374098.821602,0.0,0.0,0.0,0.0,0.0,3542682401.93919,2337892014.523528,0.0,9
opt_main_2_6,0.0,0.0001,5.140872850193228e-16,0.0,570256638688.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31004577786.383545,36670493958.323975,24399597315.709476,0.0,0.0,0.0,0.0,19741564653.769108,17393377959.644123,5449374098.821602,0.0,0.0,0.0,0.0,0.0,3542682401.93919,2337892014.523528,0.0,9
opt_main_2_6,0.0,0.001,5.140872850193228e-16,0.0,570256638688.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31004577786.383545,36670493958.323975,24399597315.709476,0.0,0.0,0.0,0.0,19741564653.769108,17393377959.644123,5449374098.821602,0.0,0.0,0.0,0.0,0.0,3542682401.93919,2337892014.523528,0.0,9
opt_main_2_6,0.0,0.01,5.140872850193228e-16,0.0,570256638688.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31004577786.383545,36670493958.323975,24399597315.709476,0.0,0.0,0.0,0.0,19741564653.769108,17393377959.644123,5449374098.821602,0.0,0.0,0.0,0.0,0.0,3542682401.93919,2337892014.523528,0.0,9
opt_main_2_6,0.0,0.1,5.140872850193228e-16,0.0,570256638688.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31004577786.383545,36670493958.323975,24399597315.709476,0.0,0.0,0.0,0.0,19741564653.769108,17393377959.644123,5449374098.821602,0.0,0.0,0.0,0.0,0.0,3542682401.93919,2337892014.523528,0.0,9
