scenario,cumulative_GtCO2,EU_share_pct,world_share_pct
refueleu_linear,3.8615905850289276,0.4831884916722719,3.1193575963348734
refueleu_step,4.085424339322239,0.5111960941720375,3.3001684581797126
fossil,5.08056133633948,0.6357144070300104,4.104031033118208
