run,block,year,rpk,rpk_no_elasticity,ask,airfare_per_rpk,total_cost_per_rpk,co2_emissions,cumulative_co2_emissions,biofuel_mandate_share,electrofuel_mandate_share,biofuel_energy,electrofuel_energy,dropin_energy,biomass_allocated_share,electricity_allocated_share,area_loss,total_airline_cost,cumulative_total_airline_cost_discounted,cumulative_total_surplus_loss_discounted
eps_m0_6,A,2046,2186281786143.9746,2197537854097.4912,2459544238854.0737,0.09315771062923286,0.08854816814076612,,3.4835752060813094,39.54140759295006,9.365079428970546,736566817368.8577,174450207246.37173,1862773386702.0508,99.86470345066076,20.54646223746336,1044111128.9900023,193591247202.57114,4485766300796.994,-50181536429.88388
eps_m0_6,A,2047,2227277109403.8276,2245883686887.636,2504306536488.663,0.09365337624219584,0.08907329199133848,,3.5824429061480725,39.53493400417011,11.456218538670393,739092054122.0099,214170082877.1698,1869465759179.0872,99.8086407026661,24.59938492607189,1730527078.8346858,198390904311.55148,4546214297836.491,-49654259758.09708
eps_m0_6,A,2048,2269491502452.288,2295293127999.164,2550783898705.1406,0.09412054197613784,0.08956799471739423,,3.6784346260695986,39.528460415390164,13.547357648370241,742109977336.6323,254339004650.15256,1877406733118.5413,99.81929199658805,28.506584207853646,2405685625.1549163,203273802902.81763,4605482981200.929,-48952832335.79489
eps_m0_6,A,2049,2312889790173.9756,2345789576815.1455,2598956320443.3906,0.09456387979132395,0.09003726350794618,,3.7715046439602022,39.52198682661022,15.638496758070087,745546578877.6072,295006114138.9159,1886409663938.3257,99.88595244327043,32.28376181881975,3074713092.929152,208246267502.73257,4663586816902.797,-48094941212.3461
eps_m0_6,A,2050,2357448436584.4976,2397396947505.079,2648818468072.469,0.09498710895947314,0.09048506665557353,,3.8615934008919535,39.51551323783027,17.729635867769932,749342436588.1918,336211463609.61725,1896324696779.6106,100.00003190762567,35.94419876679218,3741803457.4484024,213313878921.42587,4720541625882.677,-47095879631.18323
eps_m0_8,A,2019,1361496901347.7095,1361496901347.7095,1652315857408.9397,0.09236379319842411,0.08824028498633725,,,,,,,1927690920589.4683,,,-0.0,120138874582.93698,2414901591623.6533,-20911453316.890137
eps_m0_8,A,2020,462908946458.2212,462908946458.2212,709983046715.0631,0.121768405058906,0.11711115249230034,,0.0928776882208452,0.0,0.0,0.0,0.0,1047099078025.3121,0.0,0.0,-0.0,54211800218.718834,2469113391842.372,-20911453316.890137
eps_m0_8,A,2021,687555935180.5933,687555935180.5933,826157688416.4329,0.09175645441581162,0.08709920184920594,,0.17594778708092298,0.4,0.0,3757616230.993715,0.0,939404057748.4287,0.8010065972694458,0.0,-0.0,59885573180.91405,2526420160436.5483,-20911453316.890137
eps_m0_8,A,2022,912202923902.9652,912202923902.9652,1090959425893.8142,0.09127505337409517,0.08661780080748947,,0.2839073018599997,0.8,0.0,9797020875.459648,0.0,1224627609432.456,2.058381744783099,0.0,-0.0,79013011158.63652,2598774741291.9653,-20911453316.890137
eps_m0_8,A,2023,1136849912625.3374,1136849912625.3374,1353514774009.468,0.09081165341299384,0.08615440084638816,,0.41572408548074746,1.2000000000000002,0.0,17998429696.420647,0.0,1499869141368.387,3.727902742638801,0.0,-0.0,97944623074.50467,2684603281877.592,-20911453316.890137
eps_m0_8,A,2024,1361496901347.7095,1361496901347.7095,1613982106501.2495,0.09036581500357434,0.08570856243696866,,0.5704085313085648,1.6,0.0,28248342439.512722,0.0,1765521402469.5452,5.76910332372609,0.0,-0.0,116691942176.89952,2782456633695.9546,-20911453316.890137
eps_m0_8,A,2025,1419323378519.4385,1391449833177.3591,1675575793053.6714,0.09010201555251224,0.0852581746699073,,0.7277089900499072,2.0,0.0,36019209503.92862,0.0,1800960475196.431,7.2547059094645,0.0,-2542750048.6907,121008920518.89325,2879560368602.259,-22951885754.45166
eps_m0_8,A,2026,1452734854046.1567,1422061729507.2612,1708233654836.8728,0.08993254340436606,0.08507438185466816,,0.8843108866520787,3.275832792623655,2e-07,59322600924.2278,3621.8332668143044,1810916633407.1523,11.785789383394583,8.683613386306362e-07,-2795500732.2425175,123590519706.70836,2974465001976.624,-25098538853.094177
eps_m0_8,A,2027,1486869774444.1572,1453347087556.421,1741761517147.4482,0.08976814992860521,0.08489605037756692,,1.0401890848224553,4.55166558524731,4e-07,82875843625.30376,7283.122371196852,1820780592799.2134,16.244249519966626,1.6973321780461149e-06,-3052404015.9148946,126229371276.09274,3067221936185.661,-27341532188.33264
eps_m0_8,A,2028,1521753237451.873,1485320723482.662,1776194960519.1035,0.08960799661915846,0.08472227431331222,,1.1953097155516623,5.827498377870965,6e-07,106669238911.46411,10982.678878112529,1830446479685.4214,20.63109514491609,2.4898590299501893e-06,-3314388721.221609,128926395220.56854,3157881059778.4736,-29672161042.08902
eps_m0_8,A,2029,1557414329526.6892,1517997779399.2808,1811574549927.7874,0.08945105616445341,0.08455194180893177,,1.3496283849184374,7.10333117049462,8e-07,130685856706.03607,14718.26145444221,1839782681805.2766,24.945901995040785,3.248343779901348e-06,-3582705241.1431236,131682405762.53712,3246490733669.0903,-32082979262.07489
eps_m0_8,A,2030,1593886469698.3154,1551393730546.065,1847946208732.2104,0.08929611620189862,0.08438373895020133,,1.5030884928614066,8.379163963118275,1e-06,154899893166.73694,18486.318426103637,1848631842610.3638,29.18659568158714,3.97465861808729e-06,-3858953146.694853,134498099775.28064,3333097783294.832,-34567866016.88864
eps_m0_8,A,2031,1627289950027.0618,1585524392618.0786,1880833372325.7915,0.08941013326189151,0.0845075199170541,,1.653815689956829,10.84289344154629,1e-06,200922922004.47308,18530.378730330838,1853037873033.0837,36.55534798860694,3.777457715166475e-06,-3795343292.707302,137518237862.7339,3417836348025.747,-36906551767.109955
eps_m0_8,A,2032,1661560101373.644,1620405929255.6763,1914819081808.1086,0.08951307386288823,0.08461925665496288,,1.8017376032698422,13.306622919974302,1e-06,247066787363.61224,18567.204380064406,1856720438006.4404,43.45499370990442,3.5983050933983004e-06,-3741944261.537997,140599980665.78253,3500743076025.185,-39113041082.48074
eps_m0_8,A,2033,1696741418106.3818,1656054859699.3013,1949960935009.887,0.08960362564809052,0.08471753092996033,,1.9467733810030259,15.770352398402316,1e-06,293253534463.55994,18595.242963199053,1859524296319.9053,49.91758116907412,3.434369320775279e-06,-3701302947.5881615,143743743568.57214,3581853594094.9634,-41201581370.62802
eps_m0_8,A,2034,1732873567150.3635,1692488066612.6858,1986311435053.5408,0.08968094643071399,0.08480143471824673,,2.088839407206711,18.23408187683033,1e-06,339401081550.80536,18613.55476208952,1861355476208.952,55.97047888005555,3.2834354409925845e-06,-3675504914.4108744,146950164679.6769,3661202695120.7456,-43186254279.36606
eps_m0_8,A,2035,1769983747671.2283,1729722804078.1648,2023909406388.081,0.08974511135707243,0.0848710548234484,,2.2278578954361947,20.697811355258345,1e-06,385440169911.98926,18622.267026028672,1862226702602.8672,61.639794095626456,3.1438492450840033e-06,-3665483326.044454,150220387685.21747,3738824640290.2974,-45080284444.90082
eps_m0_8,A,2036,1804170123287.6968,1767776705767.8845,2058311962959.104,0.09004076172806481,0.08519175039848983,,2.3620147430730705,24.353939929259774,1e-06,452714092385.35846,18588.946745386773,1858894674538.6772,70.27232022379002,3.0089586065510486e-06,-3318839538.781867,153700410819.5381,3814824778340.811,-46721348784.091644
eps_m0_8,A,2037,1839346691877.3213,1806667793294.7778,2094012885490.2424,0.0903171332183806,0.08549140044211766,,2.491304396384082,28.0100685032612,1e-06,519655578664.4517,18552.456542687443,1855245654268.7444,78.36219552917508,2.884247998692147e-06,-2984680932.2416244,157248324587.1685,3889230972186.2773,-48133629319.316895
eps_m0_8,A,2038,1875466966556.6292,1846414484747.2632,2130967854214.7688,0.09057878364270079,0.08577497162631734,,2.615752965445462,31.666197077262627,1e-06,586367932019.7264,18517.156657272182,1851715665727.218,85.96971828987945,2.7692072668397616e-06,-2657316140.0229173,160868125842.49033,3962072118903.4917,-49336863047.662506
eps_m0_8,A,2039,1912463855976.055,1887035603411.7031,2169110710663.892,0.09083125878858439,0.08604849105490323,,2.735417096493824,35.32232565126405,1e-06,653035687302.4967,18487.901780587516,1848790178058.7515,93.16026590735488,2.6634722998774393e-06,-2329067222.428026,164564629003.78128,4033378266953.34,-50346052040.37543
eps_m0_8,A,2040,1950263306192.5796,1928550386686.7605,2208369014445.647,0.09108019162932239,0.08631807008880221,,2.850376617147278,38.97845422526548,1e-06,719898496213.9232,18469.139182725507,1846913918272.5505,99.99999999999997,2.5666738726223333e-06,-1991493732.0830944,168342964755.5502,4103180475267.3623,-51171810696.490295
eps_m0_8,A,2041,1986831858118.64,1970978495193.8691,2246456413537.516,0.09144347542444459,0.08671130259325883,,2.9630590177683196,39.106243573218435,1.5302408940711225,721462591508.0132,28231081796.46699,1844878274123.2156,99.8090491173411,3.8090688710213016,-1456959753.0091102,172280778451.25208,4171539321818.284,-51749914005.995575
eps_m0_8,A,2042,2024230262874.487,2014340022088.1343,2285722762132.14,0.09180003473142657,0.08709704872480431,,3.073486137178719,39.2340329211714,3.0604807881422453,723697899648.3984,56452608956.69069,1844566682967.424,99.71212819463328,7.401349650797401,-910707180.699175,176304481835.80264,4238482289720.673,-52095710329.10211
eps_m0_8,A,2043,2062426957588.8967,2058655502574.0732,2326146043316.551,0.09215271528119298,0.08747839854962562,,3.18167458842792,39.36182226912435,4.590720682213368,726617752914.7388,84744530463.10399,1845996224328.0134,99.70992699330033,10.80492993660141,-347947582.4116121,180417807375.45334,4304037123455.4897,-52222137128.3479
eps_m0_8,A,2044,2101657156433.0537,2103945923630.7031,2368006009577.8135,0.09248954395964488,0.08784242413151501,,3.2876394445189523,39.489611617077315,6.1209605762844905,730264917591.2122,113192371050.9837,1849258292718.707,99.80714699155519,14.045580767381066,211543068.49405587,184614659314.4261,4368228281763.385,-52148582868.63165
eps_m0_8,A,2045,2142059711782.645,2150232733950.5786,2411474052083.8164,0.09280452030444503,0.08818267211790264,,3.391384461521663,39.61740096503027,7.651200470355613,734620355016.9077,141875223233.334,1854287098907.2375,100.00000111144209,17.14560752751567,756689793.491098,188892549221.098,4431078612373.736,-51896809022.14328
eps_m0_8,A,2046,2178337155308.2812,2197537854097.4912,2450606611908.8223,0.0933825743484589,0.08880670604884103,,3.4919143519574485,39.65618726389686,9.872145357298223,736451707035.137,183334778305.8368,1857091560856.1426,99.84909663940145,21.59287259519789,1783197840.0666158,193450947426.7311,4492673874732.786,-51329034398.87039
eps_m0_8,A,2047,2215985528608.801,2245883686887.636,2491610505324.4746,0.09392413111032058,0.08939087719528716,,3.5892299913948857,39.694973562763444,12.093090244240834,738927963965.9856,225114712272.19305,1861515193599.0952,99.78648160180289,25.856475308390216,2784715696.888535,198088890254.4028,4553029850694.523,-50480555549.572876
eps_m0_8,A,2048,2254938826134.032,2295293127999.164,2534427489176.59,0.09443456848645274,0.089941077291885,,3.6833103925380137,39.733759861630034,14.314035131183445,741953805959.7622,267287890227.5525,1867313359076.9236,99.79828578903421,29.9579089766349,3768780820.1471395,202811627249.79343,4612163777184.014,-49381689518.09485
eps_m0_8,A,2049,2295136658338.376,2345789576815.1455,2579007417392.4043,0.09491883264875016,0.0904627093197486,,3.774115871166735,39.77254616049662,16.534980018126056,745447139253.6454,309911100546.3058,1874275627830.0522,99.87262983973541,33.91487727044991,4742676075.436187,207624280372.36368,4670094069136.622,-48058411676.052826
eps_m0_8,A,2050,2336535207574.8613,2397396947505.079,2625320457949.2827,0.09538087086735063,0.09096008184908921,,3.8615913320035893,39.81133245936321,18.755924905068664,749342253050.3353,353030309667.55676,1882233541957.468,100.00000741451838,37.74229315434083,5712348147.295376,212531433724.28806,4726839965236.732,-46533214632.143555
eps_m1_0,A,2019,1361496901347.7095,1361496901347.7095,1652315857408.9397,0.09236379319842411,0.08824028498633725,,,,,,,1927690920589.4683,,,0.0,120138874582.93698,2414901591623.6533,-15728547977.267944
eps_m1_0,A,2020,462908946458.2212,462908946458.2212,709983046715.0631,0.121768405058906,0.11711115249230034,,0.0928776882208452,0.0,0.0,0.0,0.0,1047099078025.3121,0.0,0.0,0.0,54211800218.718834,2469113391842.372,-15728547977.267944
eps_m1_0,A,2021,687555935180.5933,687555935180.5933,826157688416.4329,0.09175645441581162,0.08709920184920594,,0.17594778708092298,0.4,0.0,3757616230.993715,0.0,939404057748.4287,0.8010065972694458,0.0,0.0,59885573180.91405,2526420160436.5483,-15728547977.267944
eps_m1_0,A,2022,912202923902.9652,912202923902.9652,1090959425893.8142,0.09127505337409517,0.08661780080748947,,0.2839073018599997,0.8,0.0,9797020875.459648,0.0,1224627609432.456,2.058381744783099,0.0,0.0,79013011158.63652,2598774741291.9653,-15728547977.267944
eps_m1_0,A,2023,1136849912625.3374,1136849912625.3374,1353514774009.468,0.09081165341299384,0.08615440084638816,,0.41572408548074746,1.2000000000000002,0.0,17998429696.420647,0.0,1499869141368.387,3.727902742638801,0.0,0.0,97944623074.50467,2684603281877.592,-15728547977.267944
eps_m1_0,A,2024,1361496901347.7095,1361496901347.7095,1613982106501.2495,0.09036581500357434,0.08570856243696866,,0.5704085313085648,1.6,0.0,28248342439.512722,0.0,1765521402469.5452,5.76910332372609,0.0,0.0,116691942176.89952,2782456633695.9546,-15728547977.267944
eps_m1_0,A,2025,1425702848843.5684,1391449833177.3591,1683107047882.1284,0.09014472036849863,0.08525817466990729,,0.7283092557345456,2.0,0.0,36156660440.98255,0.0,1807833022049.1277,7.282390196244743,0.0,-3125425416.520365,121552822514.08939,2879996823327.4976,-18236548873.514557
eps_m1_0,A,2026,1459793872746.5334,1422061729507.2612,1716534173875.5127,0.08997641239066087,0.08507201426448074,,0.8855678247007841,3.267030533989754,2.000000000931686e-07,59407181761.40602,3636.769302950553,1818384650628.1946,11.802593298224897,8.719423638684924e-07,-3439650220.7336597,124187605165.49467,2975359956081.0527,-20877841619.18347
eps_m1_0,A,2027,1494620885764.0461,1453347087556.421,1750841389268.1628,0.0898131767856113,0.08489140034266338,,1.0421572768887557,4.534061067979508,4.000000001863372e-07,82920420948.67072,7315.3334058863975,1828833350619.65,16.25298698957522,1.7048389619351982e-06,-3759076425.6671863,126880459973.90178,3068595328793.716,-23640117951.366974
eps_m1_0,A,2028,1530211339927.3696,1485320723482.662,1786067283194.5508,0.08965418864533961,0.08471542524360212,,1.1980420932206033,5.8010916019692615,6.000000002795058e-07,106686426987.25917,11034.450171489321,1839075027724.8333,20.634419522524574,2.5015959862761704e-06,-4084846101.901429,129632504374.52931,3159750977841.6104,-26512520976.180786
eps_m1_0,A,2029,1566597525101.793,1517997779399.2808,1822256385246.4102,0.08949843895801626,0.08454297608638843,,1.3531764300454292,7.068122135959015,8.000000003726744e-07,130688183189.41779,14791.842103058507,1848980262020.9785,24.946346084642915,3.2645831464221736e-06,-4418497728.836986,132444817101.67618,3248873681698.0786,-29485747661.792114
eps_m1_0,A,2030,1603816992529.9104,1551393730546.065,1859459620989.7646,0.08934473843643112,0.08437273872779913,,1.5075024584544927,8.33515266994877,1.000000000465843e-06,154900000000.0,18583.9427549575,1858394274630.0298,29.186615811393242,3.995648377711733e-06,-4762000395.520773,135318432077.9307,3336008966001.9604,-32552131538.30594
eps_m1_0,A,2031,1637090859665.4062,1585524392618.0786,1892161333840.358,0.08945444062937599,0.08449424972624964,,1.6590670349337318,10.788782290286505,1.0000000003824618e-06,200940169289.55417,18624.916506779377,1862491649965.6055,36.55848591090161,3.796729445026848e-06,-4687061735.408966,138324763921.12955,3421244511072.856,-35440293068.27112
eps_m1_0,A,2032,1671258423833.1548,1620405929255.6763,1925995645864.7725,0.08955337846794488,0.08460381283754108,,1.807801198641907,13.242411910624243,1.0000000002990803e-06,247089515747.47604,18658.951064884062,1865895105930.354,43.45899125971698,3.6160855064644956e-06,-4624734991.067391,141394834893.14413,3504619935888.005,-38167332177.08389
eps_m1_0,A,2033,1706370542173.978,1656054859699.3013,1961027097225.1826,0.08964026558477478,0.0847000117154373,,1.9536276352512734,15.696041530961981,1.000000000215699e-06,293273188697.41754,18684.53190456754,1868453190053.7305,49.92092671043581,3.4508601620938644e-06,-4578145643.746457,144529604913.01303,3586173893228.225,-40750649932.308685
eps_m1_0,A,2034,1742472036052.417,1692488066612.6858,1997313708329.892,0.08971427635049417,0.08478194004822863,,2.0964662739617403,18.149671151299717,1.0000000001323175e-06,339412375411.5001,18700.745188548754,1870074518607.4316,55.972341345570754,3.2988158527447287e-06,-4549849934.829919,147730159696.31088,3665944170395.6562,-43207445424.29019
eps_m1_0,A,2035,1779592302651.4617,1729722804078.1648,2034896425241.716,0.08977548347924276,0.08484968516683584,,2.2362426834821156,20.603300771637453,1.0000000000489362e-06,385440767999.99994,18707.71932570438,1870771932478.8896,61.6398897422332,3.1582754772664996e-06,-4540985750.310487,150997846605.30096,3743967844482.276,-45553865589.740204
eps_m1_0,A,2036,1812877429702.1853,1767776705767.8845,2068245811617.1414,0.09006596882799697,0.08517107825924657,,2.371064769812741,24.26051029542866,1.000000000155611e-06,452815704668.571,18664.723009736397,1866472300683.1963,70.2880929400578,3.0212243710375638e-06,-4113422042.303223,154404725439.58658,3820316244505.996,-47587826601.348206
eps_m1_0,A,2037,1847190128368.5662,1806667793294.7778,2102942282624.4102,0.09033758240442304,0.08547141179574311,,2.5009364678656176,27.91771981921986,1.0000000002622856e-06,519806462559.14655,18619.23058406888,1861923057918.5322,78.38494827882357,2.8946289902773217e-06,-3701439643.529313,157881948126.8213,3895022254047.688,-49339260432.816895
eps_m1_0,A,2038,1882468770638.6929,1846414484747.2632,2138923536552.2622,0.09059478079411049,0.08575564716353809,,2.6258919950652464,31.574929343011068,1.0000000003689605e-06,586519071150.2424,18575.467422113725,1857546741526.0112,85.99187739475288,2.777927536195928e-06,-3298014799.812518,161432327691.27106,3968118871570.135,-50832602750.63504
eps_m1_0,A,2039,1918626423501.328,1887035603411.7031,2176100276078.417,0.09084299272471755,0.08602980623966609,,2.7459946395006307,35.23213886680227,1.0000000004756352e-06,653137597222.301,18538.119414270917,1853811940545.3535,93.17480409483619,2.6707069378525837e-06,-2893693368.8279905,165059059460.12277,4039639257220.9404,-52086445262.34375
eps_m1_0,A,2040,1955567628675.1562,1928550386686.7605,2214375332349.4683,0.09108773661249128,0.08629999627594041,,2.8613295182149385,38.889348390593476,1.00000000058231e-06,719898496213.676,18511.45690080548,1851145689002.6074,100.0,2.5725548062319938e-06,-2478097251.0072517,168765479072.0156,4109616658079.4,-53113970593.07791
eps_m1_0,A,2041,1989970204491.442,1970978495193.8691,2250004855902.3164,0.09148229944234353,0.08673529532635678,,2.974145657776525,39.051945149331615,1.5948721183945211,721418860127.5221,29462574048.5307,1847331438597.6736,99.80299920215639,3.975227533876776,-1745749016.9905372,172600653377.2158,4178102426978.6885,-53806661851.160675
eps_m1_0,A,2042,2025197750409.6045,2014340022088.1343,2286815230870.3345,0.09186860156931721,0.08716114180577551,,3.0844697739188334,39.21454190806975,3.1897432367890417,723629206146.6917,58860597470.71641,1845308324251.4683,99.70266350606175,7.717054545165193,-1000167827.9537624,176518548308.1891,4245126676110.237,-54186426461.263275
eps_m1_0,A,2043,2061204129828.836,2058655502574.0732,2324766854615.949,0.09224958768268107,0.08758080370559058,,3.1923219676719286,39.37713866680789,4.784614355183562,726538180393.2222,88279776672.2585,1845076115207.0247,99.6990076752994,11.25567392432349,-235255287.0337272,180521914291.69193,4310719337106.586,-54271906500.35187
eps_m1_0,A,2044,2098282719680.0977,2103945923630.7031,2364203921075.661,0.09261308038628883,0.08798089972941049,,3.2977225767038885,39.53973542554602,6.379485473578082,730205510370.5032,117814026725.26776,1846763774495.8926,99.79902765695444,14.619063215441678,523780246.4316609,184608801564.12943,4374908458654.356,-54089786289.302
eps_m1_0,A,2045,2136602337826.1665,2150232733950.5786,2405330285121.497,0.09295302548866334,0.08835481787689625,,3.4006809055306357,39.70233218428416,7.974356591972603,734620347228.43,147551145895.58353,1850320388783.668,100.00000005122698,17.831542253152296,1262962311.3217769,188779110433.9817,4437721044709.384,-53669560085.874176
eps_m1_0,A,2046,2169096322210.8079,2197537854097.4912,2440210770919.272,0.09357488177136057,0.08903818175599351,,3.500050299872467,39.79121638554067,10.313618326621262,736329583118.1329,190851724895.75253,1850482719562.4517,99.83253891716558,22.478206362855378,2644115591.04422,193132392583.26297,4499214878414.71,-52827667111.43057
eps_m1_0,A,2047,2203093186238.2866,2245883686887.636,2477114609356.7876,0.09415776767826986,0.08967798304567964,,3.59584570107427,39.88010058679719,12.652880061269922,738753941740.9176,234386696174.30154,1852437508609.222,99.76298125207225,26.921447119442828,3990429371.163704,197568953403.52942,4559412434103.444,-51611817707.18759
eps_m1_0,A,2048,2238497011682.8994,2295293127999.164,2515947792062.885,0.09470728738873586,0.09028051855012158,,3.6880574615648745,39.9689847880537,14.992141795918581,741788276005.7526,278240617703.9597,1855909725851.8938,99.77602078338766,31.185502237602496,5311899608.83655,202092670987.62973,4618336734018.1045,-50063023462.754974
eps_m1_0,A,2049,2275219863110.2363,2345789576815.1455,2556627241276.3354,0.09522860927549631,0.09085157023147178,,3.7766550023729266,40.05786898931022,17.33140353056724,745341849036.6827,322478970544.3669,1860662755763.6265,99.85852339229537,35.29023222798517,6618141877.789529,206707297185.39923,4676011173891.942,-48216462499.47775
eps_m1_0,A,2050,2313195788928.3345,2397396947505.079,2599096392054.3086,0.09572586848624623,0.09139575912577563,,3.8615906004302016,40.146753190566734,19.6706652652159,749342216040.1759,367154470271.9537,1866507641310.9504,100.00000247546319,39.25230007297402,7916996872.668169,211416285135.6526,4732459325301.595,-46102624211.70645
eps_m1_4,A,2019,1361496901347.7095,1361496901347.7095,1652315857408.9397,0.09236379319842411,0.08824028498633725,,,,,,,1927690920589.4683,,,0.0,120138874582.93698,2414901591623.6533,-6957982544.634796
eps_m1_4,A,2020,462908946458.2212,462908946458.2212,709983046715.0631,0.121768405058906,0.11711115249230034,,0.0928776882208452,0.0,0.0,0.0,0.0,1047099078025.3121,0.0,0.0,0.0,54211800218.718834,2469113391842.372,-6957982544.634796
eps_m1_4,A,2021,687555935180.5933,687555935180.5933,826157688416.4329,0.09175645441581162,0.08709920184920594,,0.17594778708092298,0.4,0.0,3757616230.993715,0.0,939404057748.4287,0.8010065972694458,0.0,0.0,59885573180.91405,2526420160436.5483,-6957982544.634796
eps_m1_4,A,2022,912202923902.9652,912202923902.9652,1090959425893.8142,0.09127505337409517,0.08661780080748947,,0.2839073018599997,0.8,0.0,9797020875.459648,0.0,1224627609432.456,2.058381744783099,0.0,0.0,79013011158.63652,2598774741291.9653,-6957982544.634796
eps_m1_4,A,2023,1136849912625.3374,1136849912625.3374,1353514774009.468,0.09081165341299384,0.08615440084638816,,0.41572408548074746,1.2000000000000002,0.0,17998429696.420647,0.0,1499869141368.387,3.727902742638801,0.0,0.0,97944623074.50467,2684603281877.592,-6957982544.634796
eps_m1_4,A,2024,1361496901347.7095,1361496901347.7095,1613982106501.2495,0.09036581500357434,0.08570856243696866,,0.5704085313085648,1.6,0.0,28248342439.512722,0.0,1765521402469.5452,5.76910332372609,0.0,0.0,116691942176.89952,2782456633695.9546,-6957982544.634796
eps_m1_4,A,2025,1437826427059.6294,1391449833177.3591,1697419483294.286,0.09022587682044764,0.08525817466990727,,0.7294500037290462,2.0,0.0,36417872908.726654,0.0,1820893645436.3328,7.335001557224382,0.0,-4233479108.218981,122586456663.25858,2880826264132.1973,-10355142285.363892
eps_m1_4,A,2026,1473247848799.6401,1422061729507.2612,1732354359246.0747,0.09006005597176003,0.08506753429481717,,0.8879602393286108,3.2503748425357935,2.0000000016616702e-07,59566959245.73605,3665.2362992543326,1832618148104.5627,11.834336744218719,8.787675369774367e-07,-4668188782.490265,125325561902.529,2977063229014.466,-13939824556.916107
eps_m1_4,A,2027,1509430204544.595,1453347087556.421,1768189446233.5225,0.08989929092034975,0.0848826015161547,,1.0459087472510584,4.500749685071587,4.0000000033233405e-07,83003680698.3728,7376.875994028089,1844218996974.7803,16.26930648739563,1.7191814664067557e-06,-5110193346.035119,128124362568.80675,3071212656752.4497,-17694940051.842255
eps_m1_4,A,2028,1546405414963.6655,1485320723482.662,1804969056334.7883,0.08974278247722807,0.08470246538902583,,1.2032568081823558,5.751124527607381,6.000000004985011e-07,106717604581.2286,11133.572659497675,1855595441707.9185,20.640449638747825,2.524067828035765e-06,-5561040238.619439,130984351138.362,3163318904338.6123,-21605380838.114777
eps_m1_4,A,2029,1584211860153.17,1517997779399.2808,1842745268960.9146,0.08958955634001796,0.08452601108745414,,1.35995575597907,7.001499370143174,8.000000006646681e-07,130691540758.62155,14932.977519017577,1866622188326.3418,24.946986992505916,3.2957319578484846e-06,-6022816546.652015,133907109256.18318,3253425591060.4707,-25658160759.7106
eps_m1_4,A,2030,1622894956420.39,1551393730546.065,1881578543329.5815,0.08943846706615456,0.08435192403490312,,1.515945356186004,8.251874212678967,1.000000000830835e-06,154900000000.0,18771.493134334647,1877149311873.8633,29.18661581140181,4.035972725402679e-06,-6498195949.50733,136894312080.60013,3341575628121.629,-29842529014.85388
eps_m1_4,A,2031,1655964039355.2332,1585524392618.0786,1913975090019.4194,0.08954008314965216,0.08446901768040868,,1.6691227184755217,10.685894918943163,1.000000000664668e-06,200969238003.3888,18806.96372754922,1880696371504.8835,36.563774590466366,3.8338401640600835e-06,-6405387330.538849,139877655718.41815,3427768063159.483,-33789520609.35962
eps_m1_4,A,2032,1689978555861.7075,1620405929255.6763,1947569145368.4048,0.08963152414758874,0.08457435044026727,,1.8194251360123215,13.119915625207357,1.000000000498501e-06,247127315439.04138,18836.04457695046,1883604456756.067,43.46563960520751,3.6504060467810782e-06,-6329804569.739892,142928838619.98486,3512048034540.919,-37521977635.797455
eps_m1_4,A,2033,1725001424517.7856,1656054859699.3013,1982438428596.8982,0.08971155314065082,0.0846665095971004,,1.9667817901179439,15.55393633147155,1.000000000332334e-06,293305124408.9998,18857.292344254154,1885729233798.7236,49.92636280340877,3.4827674168197635e-06,-6275669318.849651,146049849663.94696,3594459822881.5005,-41063159860.842834
eps_m1_4,A,2034,1761087215115.3447,1692488066612.6858,2018651412210.4282,0.089779375956894,0.08474459214887833,,2.111119123513867,17.987957037735747,1.000000000166167e-06,339429897544.48425,18869.841466088605,1886984146295.306,55.97523091260746,3.328644475902543e-06,-6246426911.5683775,149242617783.55386,3675046786371.288,-44436060878.9303
eps_m1_4,A,2035,1798269441108.6184,1729722804078.1648,2056253025977.5063,0.08983506060896362,0.08480868646924969,,2.2523688616565303,20.421977743999943,1e-06,385440767999.99994,18873.821763577427,1887382176357.7427,61.639889742242914,3.1863172308936904e-06,-6243597033.681035,152508869218.21368,3753851236730.801,-47662255099.81537
eps_m1_4,A,2036,1829170866325.0522,1767776705767.8845,2086834399847.0857,0.09013866873552213,0.0851579272227213,,2.388386862947297,24.090949997736917,0.039125673638081816,453066893788.6968,735817700.1845608,1880651837437.9485,70.32708364652768,0.11910545724568643,-5601626477.319674,155768399512.43085,3830873931749.827,-50432087550.579346
eps_m1_4,A,2037,1861192808788.5396,1806667793294.7778,2118883699954.9844,0.09042284008697203,0.08548447688199196,,2.5191985762059352,27.759922251473895,0.07825034727616363,520177651572.26953,1466289477.0416074,1873844050642.6528,78.44092224932416,0.22795593025285518,-4982772486.917175,159103093635.81357,3906157758509.567,-52789817825.43448
eps_m1_4,A,2038,1894242722424.5432,1846414484747.2632,2152301491600.3254,0.09069192009076808,0.08579339105615576,,2.6448565283876655,31.42889450521087,0.11737502091424545,586888103879.0546,2191804851.9239097,1867352043775.3523,86.04598274057854,0.32778044900661274,-4377323954.061183,162513506640.24594,3979743934258.899,-54771871726.396454
