run,block,year,rpk,rpk_no_elasticity,ask,airfare_per_rpk,total_cost_per_rpk,co2_emissions,cumulative_co2_emissions,biofuel_mandate_share,electrofuel_mandate_share,biofuel_energy,electrofuel_energy,dropin_energy,biomass_allocated_share,electricity_allocated_share,area_loss,total_airline_cost,cumulative_total_airline_cost_discounted,cumulative_total_surplus_loss_discounted
base,baseline,2040,1952921777516.447,1928550386686.7605,2211379318581.904,0.09108396288056221,0.08630900146561071,,2.8558850747346574,38.93374494086058,1.0000145076877187e-06,719898507617.085,18490.616630209784,1849034837800.9707,100.00000158365401,2.569658613957646e-06,-2235369570.5442514,168554728557.8901,4106418210237.331,-52088593125.79843
base,baseline,2041,1988428911795.8665,1970978495193.8691,2248262158427.9604,0.0914635856834791,0.08672386545148784,,2.968634665721407,39.078635298336884,1.5637786129478735,721441100629.4305,28869333717.85097,1846126649822.221,99.80607601180024,3.8951847890270246,-1603907811.7138405,172444241406.4331,4174841916833.4097,-52725003577.20462
base,baseline,2042,2024762437739.0483,2014340022088.1343,2286323683985.5835,0.09183567739798616,0.08713023056277404,,3.0790102250586653,39.2235256558132,3.1275562258812393,723664097009.4844,57702618880.036896,1844974629154.053,99.70747081845789,7.565235088138755,-959896725.2475959,176418018035.0477,4241827994531.2085,-53089477213.94235
base,baseline,2043,2061883560757.4553,2058655502574.0732,2325533163241.086,0.0922031365598844,0.08753127845850589,,3.1870298640010994,39.368416013289504,4.691333838814605,726578505353.2802,86582663817.83156,1845587348772.2004,99.70454125674692,11.039291989225868,-297896251.0430694,180479304105.67648,4307405173110.9365,-53197717855.43689
base,baseline,2044,2100056574665.339,2103945923630.7031,2366202581633.742,0.09255387906420243,0.08791384526756939,,3.2927110484567335,39.51330637076582,6.255111451747971,730235567865.5371,115599155893.69281,1848075078844.3428,99.80313569013984,14.344228905741755,359604437.98803157,184624048758.27042,4371599596161.071,-53072682143.2522
base,baseline,2045,2139435400844.1233,2150232733950.5786,2408519672381.8716,0.09288187476605805,0.0882713947246066,,3.3960600794789806,39.658196728242125,7.818889064681336,734620349852.8561,144835506755.81805,1852379609912.28,100.00000040805391,17.50335751570391,1000074637.6356335,188850946755.70856,4434436084358.29,-52739926712.34924
base,baseline,2046,2173858016437.4153,2197537854097.4912,2445567627330.217,0.09348237743291815,0.08892549445449466,,3.496006677227318,39.72145363186092,10.100262379339162,736391333371.751,187247570289.32645,1853888178908.6519,99.84091109786844,22.053714883584576,2200353089.471074,193311398985.56412,4495986914146.914,-52039328821.09387
base,baseline,2047,2209715190035.834,2245883686887.636,2484560260068.5166,0.0940450972073336,0.08953784869104743,,3.592558322836576,39.78471053547971,12.381635693996987,738841921973.0209,229939375961.13232,1857100157393.698,99.77486229867135,26.410631881563113,3370890996.3396997,197853144335.7376,4556271060360.998,-51012247414.94623
base,baseline,2048,2246926291478.277,2295293127999.164,2525421839952.685,0.09457553224234073,0.09011455663119187,,3.685699305896082,39.8479674390985,14.663009008654814,741871950374.372,272989459455.6975,1861756064492.397,99.78727560582134,30.596946876142393,4520431094.292414,202480766539.5331,4615308517564.264,-49694222192.94327
base,baseline,2049,2285417438972.6406,2345789576815.1455,2568086090008.9434,0.09507874571609821,0.09066121481651208,,3.7753941284737853,39.91122434271729,16.944382323312638,745395063639.4357,316458819498.01,1867632667038.0635,99.86565291476869,34.631421738285724,5657401577.188815,207198721380.10147,4673120072167.75,-48115722200.20679
base,baseline,2050,2325133971805.808,2397396947505.079,2612510080680.6836,0.09555878338904694,0.09118229111071444,,3.8615910354651146,39.97448124633608,19.225755637970465,749342232551.374,360396688163.7624,1874551486818.9966,100.0000046786586,38.52982898069891,6788679195.719408,212011042688.6089,4729727023853.265,-46303144749.67764
eps_m0_6,A,2019,1361496901347.7095,1361496901347.7095,1652315857408.9397,0.09236379319842411,0.08824028498633725,,,,,,,1927690920589.4683,,,-0.0,120138874582.93698,2414901591623.6533,-26757952408.864258
eps_m0_6,A,2020,462908946458.2212,462908946458.2212,709983046715.0631,0.121768405058906,0.11711115249230034,,0.0928776882208452,0.0,0.0,0.0,0.0,1047099078025.3121,0.0,0.0,-0.0,54211800218.718834,2469113391842.372,-26757952408.864258
eps_m0_6,A,2021,687555935180.5933,687555935180.5933,826157688416.4329,0.09175645441581162,0.08709920184920594,,0.17594778708092298,0.4,0.0,3757616230.993715,0.0,939404057748.4287,0.8010065972694458,0.0,-0.0,59885573180.91405,2526420160436.5483,-26757952408.864258
eps_m0_6,A,2022,912202923902.9652,912202923902.9652,1090959425893.8142,0.09127505337409517,0.08661780080748947,,0.2839073018599997,0.8,0.0,9797020875.459648,0.0,1224627609432.456,2.058381744783099,0.0,-0.0,79013011158.63652,2598774741291.9653,-26757952408.864258
eps_m0_6,A,2023,1136849912625.3374,1136849912625.3374,1353514774009.468,0.09081165341299384,0.08615440084638816,,0.41572408548074746,1.2000000000000002,0.0,17998429696.420647,0.0,1499869141368.387,3.727902742638801,0.0,-0.0,97944623074.50467,2684603281877.592,-26757952408.864258
eps_m0_6,A,2024,1361496901347.7095,1361496901347.7095,1613982106501.2495,0.09036581500357434,0.08570856243696866,,0.5704085313085648,1.6,0.0,28248342439.512722,0.0,1765521402469.5452,5.76910332372609,0.0,-0.0,116691942176.89952,2782456633695.9546,-26757952408.864258
eps_m0_6,A,2025,1412719024444.3818,1391449833177.3591,1667779052730.5015,0.09005780534207738,0.08525817466990727,,0.7270875643015059,2.0,0.0,35876913261.426186,0.0,1793845663071.3093,7.226045719375571,0.0,-1939814596.6705692,120445845345.58011,2879108528340.175,-28314558661.97986
eps_m0_6,A,2026,1445442089491.2717,1422061729507.2612,1699658280043.077,0.08988723343580281,0.0850768394980679,,0.883011084776678,3.28496985230125,2e-07,59234619972.53048,3606.402654260848,1803201327130.4243,11.768309958186075,8.64661735036602e-07,-2130337475.3482451,122973644651.40082,2973539465988.519,-29950435730.394043
eps_m0_6,A,2027,1478876043683.5854,1453347087556.421,1732397433717.609,0.0897217449908407,0.08490087728031814,,1.0381558215137647,4.5699397046025,4e-07,82829050015.26198,7249.903094506282,1812475773626.5708,16.23507764257396,1.689590423290908e-06,-2323965864.2267857,125557873497.5825,3065802964520.6367,-31658151982.110504
eps_m0_6,A,2028,1513043546786.5288,1485320723482.662,1766028983350.9731,0.08956048738338372,0.08472938389294173,,1.1924895883316975,5.854909556903749,6e-07,106650765087.80777,10929.367641081843,1821561273513.6404,20.62752208846809,2.4777729563818526e-06,-2521407981.9017563,128199247522.41394,3155950768666.9976,-33431168574.004364
eps_m0_6,A,2029,1547970371945.3137,1517997779399.2808,1800589397884.0042,0.08940241434158915,0.08456124855000113,,1.3459694657373293,7.139879409204999,8e-07,130682921480.00351,14642.591448984103,1830323931123.0132,24.945341705961997,3.2316432889991643e-06,-2723616586.4150286,130898307370.10538,3244032819277.5776,-35263902234.41846
eps_m0_6,A,2030,1583685667924.7764,1551393730546.065,1836119436046.8208,0.08924628962591939,0.08439515757498121,,1.4985400985398136,8.42484926150625,1e-06,154899590795.357,18386.037065743658,1838603706574.3657,29.186538708099434,3.953097582302037e-06,-2931809852.184418,133655401493.75087,3330097232152.243,-37151775756.688416
eps_m0_6,A,2031,1617238453945.0237,1585524392618.0786,1869215781205.9146,0.08936481101000415,0.08452124734758706,,1.6484086259322484,10.898869054928277,1e-06,200903472778.5994,18433.42385031724,1843342385031.7236,36.551809451507395,3.7576932535329104e-06,-2881257473.887302,136691011385.91664,3414326060971.454,-38927202978.21185
eps_m0_6,A,2032,1651630108142.756,1620405929255.6763,1903375535164.8003,0.08947193179761105,0.0846351947146427,,1.7954990612963109,13.372888848350302,1e-06,247040933983.47348,18473.26608221595,1847326608221.5947,43.45044652460873,3.580099947990305e-06,-2838452634.9628544,139786035799.22855,3496752835095.0923,-40600935929.182495
eps_m0_6,A,2033,1686898524251.2039,1656054859699.3013,1938649100277.5996,0.08956631272035535,0.08473557950477677,,1.9397268100815732,15.846908641772327,1e-06,293230750330.84515,18503.97178146728,1850397178146.728,49.91370285679815,3.4175123780087343e-06,-2805341753.883396,142940324018.1785,3577410006296.7427,-42183910724.26785
eps_m0_6,A,2034,1723078012257.5703,1692488066612.6858,1975083251379.2717,0.08964709441613608,0.08482149194423161,,2.0810045063017744,18.320928435194354,1e-06,339387395488.42334,18524.574051414496,1852457405141.4497,55.96822191773948,3.2677392226891374e-06,-2783520786.2884064,146154047735.9881,3656329225777.7793,-43686936410.28879
eps_m0_6,A,2035,1760193468786.1929,1729722804078.1648,2012714593129.114,0.08971435448387337,0.08489301830678067,,2.219250811198681,20.79494822861638,1e-06,385438495125.92487,18535.198591911598,1853519859191.1597,61.63952626300634,3.129150173781678e-06,-2773707821.38608,149428136369.14203,3733541798496.8633,-45120167942.61011
eps_m0_6,A,2036,1795307277775.7507,1767776705767.8845,2048200665411.479,0.09001525565235852,0.08521294310535456,,2.35273066471755,24.449722316315096,1.000000000009676e-06,452608782491.31244,18511.816888557045,1851181688837.7925,70.25597354781563,2.996473738544601e-06,-2510277733.5184402,152983416917.734,3809187405058.307,-46361423273.51831
eps_m0_6,A,2037,1831373435376.3528,1806667793294.7778,2084935694155.9072,0.09029646477016079,0.0855118391298545,,2.4814288066649817,28.104496404013815,1.0000000000193523e-06,519499736287.9333,18484.577301438254,1848457730108.0532,78.33869505836255,2.87369518778826e-06,-2256215324.4942994,156604110592.59164,3883288772054.366,-47429011085.54855
eps_m0_6,A,2038,1868361028885.1018,1846414484747.2632,2122893851834.5083,0.09056264349782704,0.08579467841259861,,2.6053630548860713,31.75927049171253,1.0000000000290284e-06,586211937587.4688,18457.978679247546,1845797867871.1738,85.94684733012653,2.7603573073242075e-06,-2007197765.4243639,160295433631.82916,3955870603527.3574,-48337870974.081696
eps_m0_6,A,2039,1906223445383.0068,1887035603411.7031,2162032855877.7622,0.09081945804317289,0.08606749329826298,,2.7245832681929008,35.41404457941125,1.0000000000387047e-06,652930504483.8807,18437.049827647985,1843704982693.4385,93.14526081725145,2.6561462782640386e-06,-1757379019.0613613,164063873610.4937,4026959773369.758,-49099346445.88559
eps_m0_6,A,2040,1944908771529.6787,1928550386686.7605,2202305839079.132,0.0910726594215823,0.08633639919168605,,2.839163877542541,39.068818667109966,1.0000000000483808e-06,719898496213.707,18426.420885220723,1842642088432.9236,100.0,2.5607372701099226e-06,-1500322399.6594787,167916420090.19806,4096585117983.9556,-49721444416.12924
eps_m0_6,A,2041,1983442572171.4658,1970978495193.8691,2242624240662.7812,0.09139845453983668,0.08668229889069022,,2.951709455538904,39.16463117003397,1.4547888638541402,721502176179.8997,26800541708.05397,1842228956650.9248,99.81452536588777,3.616053748228762,-1145196545.4558594,171929361873.48642,4164804526855.6953,-50175844005.13278
eps_m0_6,A,2042,2022819425273.4114,2014340022088.1343,2284129670833.3906,0.09171939971985799,0.08702293756419092,,3.0622391659013006,39.26044367295798,2.9095767277082802,723760462835.5968,53637615933.319046,1843485185405.8704,99.72074823973874,7.032283490426716,-780452705.5680592,176031688549.20065,4231643914905.5537,-50472182588.66824
eps_m0_6,A,2043,2063021851945.5928,2058655502574.0732,2326817005819.697,0.09203821254393052,0.0873612041786573,,3.170768264056448,39.35625617588199,4.3643645915624205,726691171307.5458,80585541543.43666,1846443848876.2336,99.72000181261545,10.274658736339674,-402581121.6118883,180228073232.85062,4297129808715.0215,-50618460491.47595
eps_m0_6,A,2044,2104227363166.5889,2103945923630.7031,2370901945754.767,0.09234320475141189,0.08768470620696403,,3.277308656867797,39.452068678806,5.81915245541656,730320240728.2134,107721723204.77203,1851158292037.9226,99.8147081441038,13.36675033507435,-25991925.71667759,184508558131.91696,4361284075273.213,-50627497974.33133
eps_m0_6,A,2045,2146544372299.7725,2150232733950.5786,2416522764036.1353,0.09262845591442222,0.08798718081062172,,3.3818605757188704,39.547881181730006,7.2739403192707,734620397041.8047,135116844840.46687,1857546789083.5537,100.00000683202717,16.328858127537913,341158786.2408365,188868387803.5626,4424126366640.691,-50513984007.82349
